threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1593,0.2511,0.9195,0.3945,0.3356,0.4492,0.2062,0.2974,0.8917,0.9455
0.05,1070,0.3738,0.9195,0.5316,0.4678,0.5924,0.3147,0.4337,0.8917,0.9455
0.1,681,0.5786,0.9057,0.7061,0.6595,0.7484,0.5213,0.631,0.8752,0.9324
0.15,480,0.7896,0.8713,0.8284,0.7958,0.8589,0.7434,0.8308,0.8345,0.9078
0.2,475,0.7916,0.8644,0.8264,0.7939,0.8572,0.7456,0.8317,0.8267,0.8993
0.25,448,0.8036,0.8276,0.8154,0.7839,0.8462,0.7603,0.8404,0.7874,0.8673
0.3,448,0.8036,0.8276,0.8154,0.7839,0.8462,0.7603,0.8404,0.7874,0.8673
0.35,439,0.8064,0.8138,0.8101,0.7787,0.8405,0.7623,0.8431,0.773,0.8539
0.4,438,0.8059,0.8115,0.8087,0.7773,0.8392,0.7621,0.8431,0.7715,0.8501
0.45,414,0.814,0.7747,0.7939,0.7576,0.8275,0.7713,0.8506,0.7272,0.8184
0.5,414,0.814,0.7747,0.7939,0.7576,0.8275,0.7713,0.8506,0.7272,0.8184
0.55,414,0.814,0.7747,0.7939,0.7576,0.8275,0.7713,0.8506,0.7272,0.8184
0.6,414,0.814,0.7747,0.7939,0.7576,0.8275,0.7713,0.8506,0.7272,0.8184
0.65,414,0.814,0.7747,0.7939,0.7576,0.8275,0.7713,0.8506,0.7272,0.8184
0.7,413,0.8136,0.7724,0.7925,0.7557,0.8253,0.7699,0.8502,0.7236,0.8179
0.75,409,0.8166,0.7678,0.7915,0.7542,0.8252,0.772,0.853,0.7191,0.8132
0.8,399,0.817,0.7494,0.7818,0.7437,0.8164,0.7735,0.8534,0.7022,0.795
0.85,399,0.817,0.7494,0.7818,0.7437,0.8164,0.7735,0.8534,0.7022,0.795
0.9,356,0.809,0.6621,0.7282,0.6859,0.7657,0.763,0.8488,0.6095,0.7115
0.95,356,0.809,0.6621,0.7282,0.6859,0.7657,0.763,0.8488,0.6095,0.7115
1.0,259,0.8069,0.4805,0.6023,0.5517,0.6499,0.7532,0.8553,0.4246,0.5367
