threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,493,0.643,0.7287,0.6832,0.6402,0.7225,0.5888,0.692,0.6759,0.7728
0.05,421,0.7506,0.7264,0.7383,0.6956,0.7754,0.7046,0.7944,0.6742,0.7707
0.1,396,0.7904,0.7195,0.7533,0.7106,0.7901,0.7465,0.8321,0.6683,0.7636
0.15,359,0.8524,0.7034,0.7708,0.7277,0.8087,0.8133,0.888,0.6492,0.7482
0.2,358,0.852,0.7011,0.7692,0.7265,0.8065,0.8133,0.888,0.6459,0.7464
0.25,342,0.8655,0.6805,0.7619,0.7183,0.7995,0.8248,0.9003,0.6276,0.7295
0.3,342,0.8655,0.6805,0.7619,0.7183,0.7995,0.8248,0.9003,0.6276,0.7295
0.35,339,0.8643,0.6736,0.7571,0.715,0.7948,0.8233,0.8997,0.6203,0.7233
0.4,339,0.8643,0.6736,0.7571,0.715,0.7948,0.8233,0.8997,0.6203,0.7233
0.45,328,0.8659,0.6529,0.7444,0.7002,0.7844,0.8225,0.902,0.5995,0.7022
0.5,328,0.8659,0.6529,0.7444,0.7002,0.7844,0.8225,0.902,0.5995,0.7022
0.55,328,0.8659,0.6529,0.7444,0.7002,0.7844,0.8225,0.902,0.5995,0.7022
0.6,328,0.8659,0.6529,0.7444,0.7002,0.7844,0.8225,0.902,0.5995,0.7022
0.65,327,0.8654,0.6506,0.7428,0.6978,0.7834,0.8225,0.9016,0.5985,0.7012
0.7,325,0.8646,0.646,0.7395,0.6938,0.781,0.8209,0.9011,0.5921,0.6971
0.75,324,0.8673,0.646,0.7404,0.6946,0.7816,0.8256,0.904,0.5921,0.6971
0.8,316,0.8671,0.6299,0.7297,0.6855,0.7711,0.8254,0.9039,0.5763,0.6809
0.85,316,0.8671,0.6299,0.7297,0.6855,0.7711,0.8254,0.9039,0.5763,0.6809
0.9,278,0.8633,0.5517,0.6732,0.6269,0.7168,0.8195,0.9045,0.5014,0.6049
0.95,278,0.8633,0.5517,0.6732,0.6269,0.7168,0.8195,0.9045,0.5014,0.6049
1.0,188,0.8777,0.3793,0.5297,0.4782,0.5784,0.8299,0.9217,0.3312,0.4276
