R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi,MCC,MCC_CI_lo,MCC_CI_hi,tile_TP,tile_TN,tile_FP,tile_FN,sensitivity,specificity
5,543,3621,4467,4731,279,0,5010,0.1304034582132565,0.11933860531991373,0.14125010079293468,0.10838323353293414,0.0989391378667887,0.11753527552917012,0.11837802485284502,0.10824955486336998,0.1282543955732501,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
10,1534,2630,3476,4731,279,0,5010,0.36839577329490875,0.352340007903124,0.3845181945905502,0.306187624750499,0.29140642010136436,0.32068099812078826,0.33442337039459347,0.31958508502497956,0.34920350041571774,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
15,2436,1728,2574,4731,279,0,5010,0.5850144092219021,0.568737334331902,0.6010139430037008,0.48622754491017967,0.47055299553180235,0.5020872684744724,0.5310660562459124,0.5161504299305668,0.5461358024989731,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
20,3054,1110,1956,4731,279,0,5010,0.7334293948126801,0.7188329469685132,0.7480390612420401,0.6095808383233533,0.5936145473684907,0.625223947095417,0.6657946370176586,0.6518006375756702,0.6794018811475411,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
25,3400,764,1610,4731,279,0,5010,0.8165225744476465,0.8040317378446797,0.8289679089452618,0.6786427145708582,0.6634729072706692,0.6934461446099708,0.7412252016568563,0.7288022601316172,0.7532554758283292,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
30,3602,562,1408,4731,279,0,5010,0.8650336215177714,0.8536459745377556,0.8759221880842097,0.7189620758483034,0.7040895625371549,0.7333729335107192,0.7852626989317637,0.7739634023959642,0.7961100709929175,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
35,3692,472,1318,4731,279,0,5010,0.8866474543707973,0.8762387606270519,0.8967116025991088,0.7369261477045909,0.7225688365821401,0.75094497297908,0.8048833660344452,0.7944110380637326,0.815166975658405,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
40,3724,440,1286,4731,279,0,5010,0.8943323727185398,0.8843405460450448,0.9042374719110653,0.743313373253493,0.7290205328226904,0.7572721935630404,0.8118596032265097,0.8014736362504348,0.8220715772825838,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
45,3740,424,1270,4731,279,0,5010,0.8981748318924111,0.8882900759723452,0.9078385047489312,0.7465069860279441,0.7323182699141925,0.7603707810968098,0.8153477218225419,0.8050141318169822,0.8253563071686875,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
50,3747,417,1263,4731,279,0,5010,0.8998559077809798,0.8901098901098901,0.9095427547784303,0.7479041916167665,0.7336181583274607,0.7617854303410815,0.816873773708306,0.8066140768546703,0.8267593113908174,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
75,3755,409,1255,4731,279,0,5010,0.9017771373679154,0.8920694367349931,0.9113432973854902,0.7495009980039921,0.7354263926390062,0.7633280003394329,0.8186178330063223,0.8083963879709936,0.82847117505376,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
100,3763,401,1247,4731,279,0,5010,0.9036983669548511,0.8939724827349029,0.9131429044630643,0.7510978043912175,0.7368852133232558,0.7650101788286071,0.8203618923043382,0.8101405266800744,0.8301366124520883,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
125,3767,397,1243,4731,279,0,5010,0.9046589817483189,0.8949309062671402,0.9140045103804698,0.7518962075848303,0.7377422520648096,0.7657839309702587,0.8212339219533464,0.811039426187535,0.8310261757385549,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
150,3770,394,1240,4731,279,0,5010,0.9053794428434198,0.8957214769556828,0.9147380021351567,0.7524950099800399,0.7384025561303644,0.7663740010285538,0.8218879441901025,0.811663045240563,0.831629352411428,0.6650417680321745,0.6512765309927131,0.6786447237950596,2258,4856,161,1266,0.6407491486946651,0.9679091090293004
