threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,306,0.9739,0.6851,0.8043,0.7611,0.8452,0.9518,0.9914,0.6235,0.7434
0.05,299,0.9799,0.6736,0.7984,0.7548,0.8387,0.9623,0.9936,0.6155,0.7312
0.1,299,0.9799,0.6736,0.7984,0.7548,0.8387,0.9623,0.9936,0.6155,0.7312
0.15,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.2,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.25,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.3,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.35,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.4,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.45,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.5,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.55,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.6,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.65,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.7,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.75,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.8,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.85,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.9,298,0.9832,0.6736,0.7995,0.7558,0.8398,0.9671,0.9965,0.6155,0.7312
0.95,295,0.9831,0.6667,0.7945,0.751,0.8345,0.9669,0.9964,0.6091,0.7242
1.0,28,0.9643,0.0621,0.1166,0.0729,0.1602,0.875,1.0,0.0379,0.0871
