R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi,MCC,MCC_CI_lo,MCC_CI_hi,tile_TP,tile_TN,tile_FP,tile_FN,sensitivity,specificity
5,381,3783,4365,4746,0,4746,0.0914985590778098,0.08216632222218614,0.10101053341635532,0.08027812895069532,0.07203123333559538,0.08862105815290022,0.08552188552188553,0.07687090210264527,0.09430536777539471,0.6479659157116655,0.6333673327857082,0.6622952138049987,2177,4918,242,1204,0.6438923395445134,0.9531007751937984
10,1227,2937,3519,4746,0,4746,0.2946685878962536,0.2792001400721995,0.3102304724679042,0.25853350189633373,0.2443100411018358,0.2727272727272727,0.2754208754208754,0.26121935962962245,0.2898614483264056,0.6479659157116655,0.6333673327857082,0.6622952138049987,2177,4918,242,1204,0.6438923395445134,0.9531007751937984
15,2133,2031,2613,4746,0,4746,0.5122478386167147,0.49525681302479346,0.5291342574855398,0.44943109987357777,0.4333539944903581,0.4655528160462184,0.4787878787878788,0.4632421649616295,0.49431007257080734,0.6479659157116655,0.6333673327857082,0.6622952138049987,2177,4918,242,1204,0.6438923395445134,0.9531007751937984
20,2789,1375,1957,4746,0,4746,0.6697886647454371,0.6541460210806013,0.6859886563694685,0.5876527602191319,0.5710398803823091,0.6037821453948881,0.6260381593714928,0.6112586883434332,0.6407818113842821,0.6479659157116655,0.6333673327857082,0.6622952138049987,2177,4918,242,1204,0.6438923395445134,0.9531007751937984
25,3164,1000,1582,4746,0,4746,0.7598463016330451,0.745611599164821,0.7741859188355079,0.6666666666666666,0.6509948100566757,0.6822012801747607,0.7102132435465768,0.6972023936759537,0.7231179430218896,0.6479659157116655,0.6333673327857082,0.6622952138049987,2177,4918,242,1204,0.6438923395445134,0.9531007751937984
30,3372,792,1374,4746,0,4746,0.8097982708933718,0.7963092205280159,0.8230626668762643,0.7104930467762326,0.6952212929689097,0.7253008380174201,0.756902356902357,0.7448568177514295,0.7686903712902629,0.6479659157116655,0.6333673327857082,0.6622952138049987,2177,4918,242,1204,0.6438923395445134,0.9531007751937984
35,3465,699,1281,4746,0,4746,0.8321325648414986,0.8192135777959314,0.8449009197426154,0.7300884955752213,0.7152629085303086,0.7445979344795973,0.7777777777777779,0.7664094264254397,0.7889419899012273,0.6479659157116655,0.6333673327857082,0.6622952138049987,2177,4918,242,1204,0.6438923395445134,0.9531007751937984
40,3505,659,1241,4746,0,4746,0.8417387127761767,0.8291139240506329,0.8542730313973019,0.7385166455962916,0.7237117267230361,0.7530920819940466,0.7867564534231201,0.7755415219075752,0.7976601069887042,0.6479659157116655,0.6333673327857082,0.6622952138049987,2177,4918,242,1204,0.6438923395445134,0.9531007751937984
45,3521,643,1225,4746,0,4746,0.845581171950048,0.8330021677036237,0.8579421406244739,0.7418879056047197,0.727130886389362,0.7564724839586479,0.7903479236812571,0.7793812301750338,0.8012199913632613,0.6479659157116655,0.6333673327857082,0.6622952138049987,2177,4918,242,1204,0.6438923395445134,0.9531007751937984
50,3801,363,1360,4746,415,5161,0.9128242074927954,0.9035087188951824,0.9218937755347272,0.7364851772912226,0.7222982327197809,0.7502376659394782,0.8152278820375335,0.8050636523327125,0.8250979654306435,0.6666252946918438,0.652793282496057,0.6801483385507795,2261,4859,158,1263,0.6416004540295119,0.9685070759417979
75,3823,341,1517,4746,594,5340,0.9181075888568684,0.9090475193706471,0.926852073754624,0.7159176029962547,0.701523664949851,0.7299849846570574,0.8045033670033671,0.7940951103183003,0.8144298547869712,0.6646680432994254,0.6508222248511979,0.6781132727263767,2263,4844,156,1278,0.6390850042360915,0.9688
100,3841,323,1590,4746,685,5431,0.9224303554274735,0.9135160856699475,0.9310771637573351,0.7072362364205487,0.6927362939020644,0.7211489741258708,0.8006253256904637,0.7902555405107581,0.8106253154037167,0.6634301808532641,0.6497267160141649,0.677040049297075,2264,4835,155,1287,0.6375668825682906,0.968937875751503
125,3851,313,1624,4746,729,5475,0.9248318924111432,0.9160304427773952,0.9334405661262809,0.7033789954337899,0.6887564144426639,0.7175880248959831,0.7990455441435833,0.788508298508053,0.8092174773365238,0.6630766457760425,0.6494137444887085,0.6766170244978151,2265,4831,154,1291,0.6369516310461192,0.9691073219658977
150,3858,306,1651,4746,763,5509,0.9265129682997119,0.917778236107881,0.9349460299252312,0.7003085859502632,0.6856670849311979,0.7144693650793651,0.7976842758192908,0.7871205061881007,0.8078036070744056,0.6630766457760425,0.6494137444887085,0.6766170244978151,2265,4831,154,1291,0.6369516310461192,0.9691073219658977
