buffer_band,n,mean_ds_posterior,sd,ci_lo,ci_hi
50.0,297,0.278217431962353,0.0,0.278217431962353,0.278217431962353
75.0,23,0.2782174319623529,1.1351749721234429e-16,0.2782174319623528,0.27821743196235293
100.0,14,0.27821743196235305,5.760664408413727e-17,0.278217431962353,0.2782174319623531
125.0,7,0.278217431962353,0.0,0.278217431962353,0.278217431962353
150.0,10,0.27821743196235305,5.851389114294502e-17,0.278217431962353,0.2782174319623531
200.0,31,0.27821743196235305,5.642875308493207e-17,0.27821743196235305,0.27821743196235305
