label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles
materialised_vt1_pt0.30,5,0.2607,0.2504,0.2681,0.2298,0.2202,0.237,0.3011,0.2907,0.3109,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5133470225872689,487
materialised_vt1_pt0.30,10,0.5751,0.5652,0.5855,0.507,0.495,0.5188,0.6644,0.6558,0.6753,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5277207392197125,487
materialised_vt1_pt0.30,15,0.6945,0.6858,0.7039,0.6123,0.6014,0.6238,0.8023,0.7939,0.811,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5338809034907598,487
materialised_vt1_pt0.30,20,0.7403,0.7319,0.7486,0.6526,0.6407,0.6631,0.8552,0.8464,0.8625,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5338809034907598,487
materialised_vt1_pt0.30,25,0.7542,0.7459,0.7619,0.6649,0.6537,0.6752,0.8713,0.8638,0.8783,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5338809034907598,487
materialised_vt1_pt0.30,30,0.7622,0.7543,0.7701,0.6719,0.6605,0.6822,0.8805,0.8728,0.8877,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5338809034907598,487
materialised_vt1_pt0.30,35,0.7642,0.7564,0.7718,0.6737,0.6623,0.6838,0.8828,0.8755,0.8896,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5338809034907598,487
materialised_vt1_pt0.30,40,0.7682,0.7603,0.7755,0.6772,0.6662,0.6877,0.8874,0.8801,0.8946,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5338809034907598,487
materialised_vt1_pt0.30,45,0.7721,0.7648,0.7796,0.6807,0.6697,0.6908,0.892,0.8844,0.8984,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5359342915811088,487
materialised_vt1_pt0.30,50,0.7721,0.7648,0.7796,0.6807,0.6697,0.6908,0.892,0.8844,0.8984,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5359342915811088,487
materialised_vt1_pt0.30,75,0.7801,0.7721,0.7872,0.6877,0.6765,0.6979,0.9011,0.8942,0.9074,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5359342915811088,487
materialised_vt1_pt0.30,100,0.7861,0.7782,0.793,0.693,0.6814,0.7027,0.908,0.9012,0.9143,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5379876796714579,487
materialised_vt1_pt0.30,125,0.7881,0.7802,0.7949,0.6947,0.6831,0.7049,0.9103,0.9037,0.9163,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5379876796714579,487
materialised_vt1_pt0.30,150,0.79,0.7821,0.7969,0.6965,0.6848,0.7071,0.9126,0.9055,0.9184,0.8106,0.7975,0.8213,0.8777,0.9302,sparse_cross_grid,True,0.5379876796714579,487
