threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,753,0.506,0.8759,0.6414,0.5928,0.6882,0.4484,0.5655,0.8409,0.913
0.05,634,0.5994,0.8736,0.7109,0.6687,0.7498,0.5474,0.6495,0.8377,0.9118
0.1,529,0.7164,0.8713,0.7863,0.754,0.8154,0.6744,0.7561,0.8358,0.9097
0.15,452,0.8053,0.8368,0.8207,0.7938,0.8492,0.7697,0.8395,0.8004,0.8761
0.2,443,0.8104,0.8253,0.8178,0.7892,0.8464,0.7738,0.8429,0.7857,0.8667
0.25,421,0.8195,0.7931,0.8061,0.778,0.8343,0.7821,0.853,0.7537,0.835
0.3,421,0.8195,0.7931,0.8061,0.778,0.8343,0.7821,0.853,0.7537,0.835
0.35,418,0.8206,0.7885,0.8042,0.7759,0.8342,0.7841,0.8552,0.7494,0.8314
0.4,418,0.8206,0.7885,0.8042,0.7759,0.8342,0.7841,0.8552,0.7494,0.8314
0.45,403,0.8213,0.7609,0.79,0.761,0.8194,0.7825,0.8564,0.7192,0.8037
0.5,403,0.8213,0.7609,0.79,0.761,0.8194,0.7825,0.8564,0.7192,0.8037
0.55,403,0.8213,0.7609,0.79,0.761,0.8194,0.7825,0.8564,0.7192,0.8037
0.6,403,0.8213,0.7609,0.79,0.761,0.8194,0.7825,0.8564,0.7192,0.8037
0.65,403,0.8213,0.7609,0.79,0.761,0.8194,0.7825,0.8564,0.7192,0.8037
0.7,403,0.8213,0.7609,0.79,0.761,0.8194,0.7825,0.8564,0.7192,0.8037
0.75,403,0.8213,0.7609,0.79,0.761,0.8194,0.7825,0.8564,0.7192,0.8037
0.8,400,0.82,0.754,0.7856,0.7557,0.8163,0.7809,0.8545,0.7128,0.7967
0.85,400,0.82,0.754,0.7856,0.7557,0.8163,0.7809,0.8545,0.7128,0.7967
0.9,362,0.8343,0.6943,0.7578,0.725,0.7893,0.7994,0.8686,0.6495,0.7391
0.95,359,0.8384,0.692,0.7582,0.7242,0.7885,0.805,0.8721,0.6467,0.7379
1.0,288,0.8611,0.5701,0.686,0.6471,0.7228,0.8244,0.8922,0.5228,0.6185
