threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,431,0.8028,0.7954,0.7991,0.7566,0.8327,0.7463,0.847,0.7476,0.84
0.05,399,0.8672,0.7954,0.8297,0.7916,0.8614,0.8213,0.9058,0.7476,0.84
0.1,385,0.8987,0.7954,0.8439,0.8075,0.874,0.8579,0.9317,0.7476,0.84
0.15,355,0.9521,0.777,0.8557,0.8237,0.8853,0.9237,0.9731,0.73,0.8208
0.2,352,0.9574,0.7747,0.8564,0.8252,0.8852,0.9322,0.9775,0.7283,0.8195
0.25,341,0.9648,0.7563,0.8479,0.8158,0.8801,0.9435,0.982,0.7084,0.8054
0.3,341,0.9648,0.7563,0.8479,0.8158,0.8801,0.9435,0.982,0.7084,0.8054
0.35,341,0.9648,0.7563,0.8479,0.8158,0.8801,0.9435,0.982,0.7084,0.8054
0.4,340,0.9647,0.754,0.8465,0.8131,0.8787,0.9434,0.9819,0.7064,0.8036
0.45,327,0.9694,0.7287,0.832,0.8,0.8628,0.948,0.986,0.682,0.7765
0.5,327,0.9694,0.7287,0.832,0.8,0.8628,0.948,0.986,0.682,0.7765
0.55,327,0.9694,0.7287,0.832,0.8,0.8628,0.948,0.986,0.682,0.7765
0.6,327,0.9694,0.7287,0.832,0.8,0.8628,0.948,0.986,0.682,0.7765
0.65,326,0.9693,0.7264,0.8305,0.7974,0.8609,0.948,0.986,0.6791,0.7734
0.7,325,0.9692,0.7241,0.8289,0.796,0.8591,0.9477,0.9859,0.6769,0.7706
0.75,323,0.969,0.7195,0.8259,0.7917,0.8568,0.9475,0.9859,0.6713,0.7672
0.8,313,0.9681,0.6966,0.8102,0.7738,0.8427,0.9458,0.9856,0.6482,0.7441
0.85,313,0.9681,0.6966,0.8102,0.7738,0.8427,0.9458,0.9856,0.6482,0.7441
0.9,283,0.9682,0.6299,0.7632,0.7209,0.7986,0.9444,0.9863,0.5768,0.68
0.95,280,0.9679,0.623,0.758,0.7171,0.7951,0.9438,0.9861,0.5711,0.6736
1.0,187,0.9679,0.4161,0.582,0.5352,0.6261,0.9399,0.9902,0.3697,0.4632
