threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1026,0.3674,0.8667,0.5161,0.4567,0.5709,0.3106,0.4248,0.8305,0.9
0.05,457,0.7965,0.8368,0.8161,0.7823,0.8455,0.7512,0.8337,0.7971,0.8735
0.1,457,0.7965,0.8368,0.8161,0.7823,0.8455,0.7512,0.8337,0.7971,0.8735
0.15,451,0.8049,0.8345,0.8194,0.785,0.8477,0.7601,0.8413,0.7942,0.871
0.2,451,0.8049,0.8345,0.8194,0.785,0.8477,0.7601,0.8413,0.7942,0.871
0.25,451,0.8049,0.8345,0.8194,0.785,0.8477,0.7601,0.8413,0.7942,0.871
0.3,451,0.8049,0.8345,0.8194,0.785,0.8477,0.7601,0.8413,0.7942,0.871
0.35,451,0.8049,0.8345,0.8194,0.785,0.8477,0.7601,0.8413,0.7942,0.871
0.4,451,0.8049,0.8345,0.8194,0.785,0.8477,0.7601,0.8413,0.7942,0.871
0.45,451,0.8049,0.8345,0.8194,0.785,0.8477,0.7601,0.8413,0.7942,0.871
0.5,451,0.8049,0.8345,0.8194,0.785,0.8477,0.7601,0.8413,0.7942,0.871
0.55,451,0.8049,0.8345,0.8194,0.785,0.8477,0.7601,0.8413,0.7942,0.871
0.6,451,0.8049,0.8345,0.8194,0.785,0.8477,0.7601,0.8413,0.7942,0.871
0.65,451,0.8049,0.8345,0.8194,0.785,0.8477,0.7601,0.8413,0.7942,0.871
0.7,451,0.8049,0.8345,0.8194,0.785,0.8477,0.7601,0.8413,0.7942,0.871
0.75,450,0.8067,0.8345,0.8203,0.786,0.8483,0.7614,0.8442,0.7942,0.871
0.8,450,0.8067,0.8345,0.8203,0.786,0.8483,0.7614,0.8442,0.7942,0.871
0.85,450,0.8067,0.8345,0.8203,0.786,0.8483,0.7614,0.8442,0.7942,0.871
0.9,450,0.8067,0.8345,0.8203,0.786,0.8483,0.7614,0.8442,0.7942,0.871
0.95,444,0.8086,0.8253,0.8168,0.783,0.8451,0.7644,0.845,0.7832,0.8614
1.0,39,0.7949,0.0713,0.1308,0.0862,0.1766,0.652,0.9091,0.0458,0.0984
