R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,3930,750,1231,4746,415,0,5161,0.8397435897435898,0.8270743107754895,0.8500866796829468,0.7614803332687463,0.7500590305586226,0.7749258649323617,0.7986993191748807,0.7891968922213765,0.8080733901291044
