label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
pure-positive-canon-greedy-t4,20,0.5803,0.5181,0.6361,0.7491,0.6855,0.8045,0.4736,0.408,0.5376,sparse_cross_grid,False,0.5379876796714579,487,zero_fraction_heuristic,
pure-positive-canon-greedy-t4,30,0.6169,0.5563,0.6723,0.7964,0.7346,0.8471,0.5034,0.4355,0.5684,sparse_cross_grid,False,0.5379876796714579,487,zero_fraction_heuristic,
pure-positive-canon-greedy-t4,40,0.631,0.5705,0.6863,0.8145,0.7552,0.8635,0.5149,0.4455,0.5796,sparse_cross_grid,False,0.5400410677618069,487,zero_fraction_heuristic,
pure-positive-canon-greedy-t4,50,0.631,0.5705,0.6863,0.8145,0.7552,0.8635,0.5149,0.4455,0.5796,sparse_cross_grid,False,0.5400410677618069,487,zero_fraction_heuristic,
