R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,3801,363,1360,4746,415,0,5161,0.9128242074927954,0.9043287354960928,0.9205664645651516,0.7364851772912226,0.7219870364080874,0.7501021388962584,0.8152278820375335,0.8042218581708575,0.823779895034297
