queue_index,item_type,source_layer,source_index,candidate_id,map_name,buffer_metres,x,y,n_partners_within_threshold,nearest_partner_m,nearest_partner_layer,student_map_symbol,student_feature_type,student_reviewed_subtype
400,phantom,promoted_phantom,400,400,K-35-077-3,50.0,431134.0952220201,4628549.466430195,0,1773.726493197201,corrected_student,,,
401,phantom,promoted_phantom,401,401,K-35-077-4,75.0,442569.9554986817,4622975.626440839,2,44.385593024661894,corrected_student,,,
402,phantom,promoted_phantom,402,402,K-35-053-4_Boyadzhik,50.0,439975.6562626526,4704584.270666193,0,71.24029729565179,corrected_student,,,
403,phantom,promoted_phantom,403,403,K-35-054-3_Yambol,50.0,465519.85703444143,4691217.193400881,1,33.252832411314124,corrected_student,,,
404,phantom,promoted_phantom,404,404,K-35-062-4_Asenovgrad_4326,100.0,325079.18809407344,4670158.236894839,0,101.02836952969531,corrected_student,,,
405,phantom,promoted_phantom,405,405,K-35-064-4_Galabovo_4326,50.0,402120.1501468011,4665668.372019105,0,50.69047748530737,corrected_student,,,
406,phantom,promoted_phantom,406,406,K-35-064-4_Galabovo_4326,150.0,409667.6171138881,4651712.280239452,0,121.25761930440025,corrected_student,,,
407,phantom,promoted_phantom,407,407,K-35-066-1,50.0,476975.5054491801,4668296.619784918,2,392.9135077567422,corrected_student,,,
408,phantom,promoted_phantom,408,408,K-35-066-1,50.0,476964.2019744132,4668325.895506239,2,384.84827471894386,corrected_student,,,
409,phantom,promoted_phantom,409,409,K-35-074-4,125.0,326311.61153053574,4622034.020724869,0,115.73829866142147,corrected_student,,,
410,phantom,promoted_phantom,410,410,K-35-077-1,50.0,433173.3267633992,4633427.351853733,0,54.875390609437154,corrected_student,,,
411,phantom,promoted_phantom,411,411,K-35-050-4,50.0,325203.12837739143,4695719.236286511,1,40.353553239653024,corrected_student,,,
412,phantom,promoted_phantom,412,412,K-35-053-2,75.0,448144.1496566479,4708413.967224633,0,62.91187949017801,corrected_student,,,
413,phantom,promoted_phantom,413,413,K-35-053-2,100.0,457094.494150462,4722621.664052695,0,86.5845452125269,corrected_student,,,
414,phantom,promoted_phantom,414,414,K-35-054-2_Atolov_4326,50.0,497942.1407280011,4723275.448271099,1,22.21658061569965,corrected_student,,,
415,phantom,promoted_phantom,415,415,K-35-054-4_Voynika,50.0,499576.8604890091,4696066.2988352,1,30.146878668103167,corrected_student,,,
416,phantom,promoted_phantom,416,416,K-35-054-4_Voynika,75.0,493776.2249857233,4693467.020434671,0,66.11956568637093,corrected_student,,,
417,phantom,promoted_phantom,417,417,K-35-055-1,75.0,509680.3410000832,4710248.378309158,0,61.546370516704044,corrected_student,,,
418,phantom,promoted_phantom,418,418,K-35-055-3,50.0,508434.43016008695,4694312.105801836,0,53.97854262563036,corrected_student,,,
419,phantom,promoted_phantom,419,419,K-35-055-3,50.0,509313.22692039295,4694990.102103629,2,48.61054511175753,corrected_student,,,
420,phantom,promoted_phantom,420,420,K-35-055-3,50.0,509979.279012122,4694864.327904055,1,36.174264675450054,corrected_student,,,
421,phantom,promoted_phantom,421,421,K-35-062-4_Asenovgrad_4326,50.0,320857.25555448444,4655266.453427544,0,1258.4730722471975,corrected_student,,,
422,phantom,promoted_phantom,422,422,K-35-062-4_Asenovgrad_4326,150.0,333830.7942178308,4665805.09280383,0,142.88100657374542,corrected_student,,,
423,phantom,promoted_phantom,423,423,K-35-063-2_Chirpan_4326,50.0,371883.18344480544,4682227.183104832,0,876.9888471444519,corrected_student,,,
424,phantom,promoted_phantom,424,424,K-35-063-2_Chirpan_4326,50.0,356785.0412240947,4673538.329924531,1,15.361178726114783,corrected_student,,,
425,phantom,promoted_phantom,425,425,K-35-063-2_Chirpan_4326,100.0,373610.3361111373,4684960.40647848,0,107.9465742575013,corrected_student,,,
426,phantom,promoted_phantom,426,426,K-35-063-3_Tatarevo_4326,50.0,335186.77189119346,4651749.475035313,1,43.506222852776226,corrected_student,,,
427,phantom,promoted_phantom,427,427,K-35-063-3_Tatarevo_4326,50.0,335606.14002425445,4662242.817303014,2,36.067927978015845,corrected_student,,,
428,phantom,promoted_phantom,428,428,K-35-063-4_Skobelevo_4326,50.0,370016.3104002952,4651426.7001365535,1,21.12745039759424,corrected_student,,,
429,phantom,promoted_phantom,429,429,K-35-063-4_Skobelevo_4326,50.0,367496.341975216,4658895.866535448,0,879.5108102839847,corrected_student,,,
430,phantom,promoted_phantom,430,430,K-35-063-4_Skobelevo_4326,75.0,363630.744954876,4659865.014440147,1,43.43078807209467,corrected_student,,,
431,phantom,promoted_phantom,431,431,K-35-064-1_Sredets_4326,50.0,376217.41560032335,4681575.733318926,1,4.572319909509894,corrected_student,,,
432,phantom,promoted_phantom,432,432,K-35-064-1_Sredets_4326,150.0,396180.52867234335,4669463.561315633,0,137.6297148692413,corrected_student,,,
433,phantom,promoted_phantom,433,433,K-35-064-1_Sredets_4326,50.0,394782.3044571715,4670812.071240944,0,773.850084320385,corrected_student,,,
434,phantom,promoted_phantom,434,434,K-35-064-3_Dimitrovgrad_4326,50.0,376649.9634499434,4662489.783476883,0,848.6242480318407,corrected_student,,,
435,phantom,promoted_phantom,435,435,K-35-064-4_Galabovo_4326,75.0,414808.53433479805,4659811.411418317,0,55.54419956239199,corrected_student,,,
436,phantom,promoted_phantom,436,436,K-35-065-1_Radetski_4326,50.0,427822.9347422016,4680073.12374765,0,1199.7640006416934,corrected_student,,,
437,phantom,promoted_phantom,437,437,K-35-065-2_GManastir_4326,75.0,447642.661459549,4673077.115513544,0,63.64298938307072,corrected_student,,,
438,phantom,promoted_phantom,438,438,K-35-066-2,50.0,481247.056758996,4677727.498364047,1,792.2056299657033,corrected_student,,,
439,phantom,promoted_phantom,439,439,K-35-066-4,50.0,480949.500946252,4665239.467049332,1,27.47068101344122,corrected_student,,,
440,phantom,promoted_phantom,440,440,K-35-066-4,50.0,480318.4962847953,4651334.639749895,1,35.711700464055724,corrected_student,,,
441,phantom,promoted_phantom,441,441,K-35-066-4,50.0,480843.0222659204,4651298.561315089,1,41.40149274482452,corrected_student,,,
442,phantom,promoted_phantom,442,442,K-35-067-2,50.0,528896.1947954056,4670923.995864489,1,14.682269526511952,corrected_student,,,
443,phantom,promoted_phantom,443,443,K-35-067-2,75.0,527692.6602078996,4670535.759888824,0,50.68402860011761,corrected_student,,,
444,phantom,promoted_phantom,444,444,K-35-067-2,50.0,528943.4017850264,4683694.188672785,1,44.76827003211715,corrected_student,,,
445,phantom,promoted_phantom,445,445,K-35-067-4,50.0,521424.7441739701,4667070.323519147,0,1577.8501278307342,corrected_student,,,
446,phantom,promoted_phantom,446,446,K-35-067-4,75.0,528985.1192997448,4659577.834065871,1,47.63558976540102,corrected_student,,,
447,phantom,promoted_phantom,447,447,K-35-067-4,50.0,531025.7967020503,4657352.294395485,0,432.50041232439344,corrected_student,,,
448,phantom,promoted_phantom,448,448,K-35-067-4,100.0,526448.2660826691,4665218.34670273,0,87.99432860829691,corrected_student,,,
449,phantom,promoted_phantom,449,449,K-35-075-1,50.0,352378.7957957249,4651222.096955161,1,20.132472009039738,corrected_student,,,
450,phantom,promoted_phantom,450,450,K-35-075-3,50.0,353988.08090725326,4627526.734635693,0,1297.5640196145405,corrected_student,,,
451,phantom,promoted_phantom,451,451,K-35-076-1,75.0,380501.89628451713,4640552.795114472,0,54.16901018047364,corrected_student,,,
452,phantom,promoted_phantom,452,452,K-35-076-3,50.0,376874.9238745488,4625922.89860427,2,24.963563201309753,corrected_student,,,
453,phantom,promoted_phantom,453,453,K-35-076-3,50.0,387448.0611445147,4629188.726189534,0,50.36937544369245,corrected_student,,,
454,phantom,promoted_phantom,454,454,K-35-076-4,125.0,416370.7803492302,4629288.000906146,0,1389.9480724813131,corrected_student,,,
455,phantom,promoted_phantom,455,455,K-35-077-1,50.0,430580.11653894687,4639882.032873507,1,39.278393724257285,corrected_student,,,
456,phantom,promoted_phantom,456,456,K-35-055-1,75.0,506811.1790198031,4716430.577360165,0,57.80614570520955,corrected_student,,,
457,phantom,promoted_phantom,457,457,K-35-063-1_Granit_4326,50.0,354018.14709756814,4671963.316246928,2,37.04165707788672,corrected_student,,,
458,phantom,promoted_phantom,458,458,K-35-076-2,50.0,406157.1028102368,4643424.469758668,0,3439.161488564202,corrected_student,,,
459,phantom,promoted_phantom,459,459,K-35-050-4,75.0,323106.53237131215,4700775.938550783,0,62.364076898822695,corrected_student,,,
460,phantom,promoted_phantom,460,460,K-35-050-4,125.0,328113.37756634067,4697543.18215676,0,113.05603494111841,corrected_student,,,
461,phantom,promoted_phantom,461,461,K-35-050-4,125.0,319478.0367622047,4704163.861462545,0,110.77861002726242,corrected_student,,,
462,phantom,promoted_phantom,462,462,K-35-051-3,75.0,345243.28310748265,4703553.001679169,0,59.84841110897271,corrected_student,,,
463,phantom,promoted_phantom,463,463,K-35-051-3,100.0,350339.5257091993,4694943.7960007135,0,92.3900211286345,corrected_student,,,
464,phantom,promoted_phantom,464,464,K-35-051-3,75.0,355333.2840596961,4695696.970738536,0,64.58377273196274,corrected_student,,,
465,phantom,promoted_phantom,465,465,K-35-051-3,100.0,354743.2328771641,4688618.743797737,0,87.4696317111103,corrected_student,,,
466,phantom,promoted_phantom,466,466,K-35-051-3,75.0,338721.53371947235,4700364.47477346,0,57.8701883777037,corrected_student,,,
467,phantom,promoted_phantom,467,467,K-35-051-4,75.0,363211.5728662389,4689788.281373125,0,65.46919929221963,corrected_student,,,
468,phantom,promoted_phantom,468,468,K-35-051-4,75.0,363970.502650429,4689722.290963051,0,71.43315419446218,corrected_student,,,
469,phantom,promoted_phantom,469,469,K-35-051-4,75.0,361517.5515439061,4701431.583304216,0,57.52996888238203,corrected_student,,,
470,phantom,promoted_phantom,470,470,K-35-051-4,100.0,357582.7392247167,4696080.246132693,0,96.78129435041262,corrected_student,,,
471,phantom,promoted_phantom,471,471,K-35-052-2,75.0,408491.5341982503,4707831.062790283,0,63.375446478302656,corrected_student,,,
472,phantom,promoted_phantom,472,472,K-35-052-3,75.0,389508.9009740544,4691093.008204438,0,55.95241284223714,corrected_student,,,
473,phantom,promoted_phantom,473,473,K-35-052-3,100.0,380800.5072677459,4694016.4465884585,0,81.91014447190521,corrected_student,,,
474,phantom,promoted_phantom,474,474,K-35-052-3,75.0,380148.8473689882,4690306.337782244,0,57.196916312330785,corrected_student,,,
475,phantom,promoted_phantom,475,475,K-35-053-1,75.0,436231.0559158191,4709034.053435314,0,64.50119542325233,corrected_student,,,
476,phantom,promoted_phantom,476,476,K-35-053-1,125.0,432966.6049313386,4720579.655912819,0,1301.62103984498,corrected_student,,,
477,phantom,promoted_phantom,477,477,K-35-053-1,75.0,437895.915167496,4708208.676647189,0,62.38453672771939,corrected_student,,,
478,phantom,promoted_phantom,478,478,K-35-053-1,75.0,434571.7754413721,4712427.823112616,0,64.45480133804769,corrected_student,,,
479,phantom,promoted_phantom,479,479,K-35-053-2,75.0,455448.0220426585,4708074.346595725,0,60.349653524564815,corrected_student,,,
480,phantom,promoted_phantom,480,480,K-35-053-2,100.0,457709.73337463336,4717457.258676877,0,104.55859657322704,corrected_student,,,
481,phantom,promoted_phantom,481,481,K-35-053-4_Boyadzhik,75.0,445020.5769202781,4688544.016665232,0,51.68744625616376,corrected_student,,,
482,phantom,promoted_phantom,482,482,K-35-054-1_Straldzha_4326,75.0,467142.63620086137,4720511.649083688,0,65.25088524871524,corrected_student,,,
483,phantom,promoted_phantom,483,483,K-35-054-1_Straldzha_4326,100.0,470639.8553818625,4706984.790216643,0,91.1232029389079,corrected_student,,,
484,phantom,promoted_phantom,484,484,K-35-054-1_Straldzha_4326,100.0,474950.7065427907,4708800.343565166,0,66.60696859111088,corrected_student,,,
485,phantom,promoted_phantom,485,485,K-35-054-1_Straldzha_4326,100.0,460924.27767725073,4721749.40492071,0,74.02681762480458,corrected_student,,,
486,phantom,promoted_phantom,486,486,K-35-054-1_Straldzha_4326,100.0,477666.1146515155,4722115.871012534,0,98.86967092880019,corrected_student,,,
487,phantom,promoted_phantom,487,487,K-35-054-2_Atolov_4326,75.0,491247.37785558,4712386.553500433,0,64.38608112477942,corrected_student,,,
488,phantom,promoted_phantom,488,488,K-35-054-2_Atolov_4326,75.0,481124.5386588373,4722086.93547051,1,66.96834319317155,corrected_student,,,
489,phantom,promoted_phantom,489,489,K-35-054-3_Yambol,125.0,467983.12193898513,4690400.462763704,0,120.67564281797257,corrected_student,,,
490,phantom,promoted_phantom,490,490,K-35-054-4_Voynika,100.0,485576.7694087131,4703306.641072246,1,83.98194995996076,corrected_student,,,
491,phantom,promoted_phantom,491,491,K-35-054-4_Voynika,75.0,496308.7620929237,4688777.169349739,0,64.12947564953039,corrected_student,,,
492,phantom,promoted_phantom,492,492,K-35-055-1,75.0,499962.38603163,4708647.452880801,1,39.74905881115447,corrected_student,,,
493,phantom,promoted_phantom,493,493,K-35-055-1,150.0,515180.0834528341,4719159.456276573,0,118.05471435415133,corrected_student,,,
494,phantom,promoted_phantom,494,494,K-35-055-1,100.0,518496.7287586069,4708882.892475861,1,94.88908924170656,corrected_student,,,
495,phantom,promoted_phantom,495,495,K-35-055-1,75.0,520086.6465808877,4723580.976040743,1,40.88023335279759,corrected_student,,,
496,phantom,promoted_phantom,496,496,K-35-055-2,75.0,522213.5813330992,4716960.456643864,1,76.96849669614039,corrected_student,,,
497,phantom,promoted_phantom,497,497,K-35-055-1,75.0,504395.9017460252,4706965.48868344,0,50.83298692123657,corrected_student,,,
498,phantom,promoted_phantom,498,498,K-35-055-1,75.0,504526.1787665636,4706976.676019851,0,52.915454473429996,corrected_student,,,
499,phantom,promoted_phantom,499,499,K-35-055-3,75.0,505212.4914055012,4688817.664908328,0,80.53640883851031,corrected_student,,,
500,phantom,promoted_phantom,500,500,K-35-055-3,75.0,501275.8711367986,4703522.355907068,0,53.275580667778016,corrected_student,,,
501,phantom,promoted_phantom,501,501,K-35-055-3,75.0,509293.0511086042,4695001.623101219,1,69.44814148813924,corrected_student,,,
502,phantom,promoted_phantom,502,502,K-35-055-3,125.0,506733.35999677365,4694545.65884524,0,87.0158880650046,corrected_student,,,
503,phantom,promoted_phantom,503,503,K-35-055-2,125.0,530541.1729472717,4718648.30289745,0,128.7764257022444,corrected_student,,,
504,phantom,promoted_phantom,504,504,K-35-055-4,75.0,526636.4783380012,4695084.498837912,0,61.03745284184492,corrected_student,,,
505,phantom,promoted_phantom,505,505,K-35-055-4,75.0,523900.4572863845,4690320.415733784,0,76.87510707490267,corrected_student,,,
506,phantom,promoted_phantom,506,506,K-35-055-4,75.0,522336.8803719302,4690201.106556923,0,67.07782648273195,corrected_student,,,
507,phantom,promoted_phantom,507,507,K-35-056-3,75.0,557325.9699322693,4693297.640470584,0,51.64818180391124,corrected_student,,,
508,phantom,promoted_phantom,508,508,K-35-056-3,100.0,553520.4880383692,4694968.012430081,0,98.14130475556301,corrected_student,,,
509,phantom,promoted_phantom,509,509,K-35-056-3,75.0,544880.2724860023,4698767.475778305,1,63.44241590125691,corrected_student,,,
510,phantom,promoted_phantom,510,510,K-35-062-4_Asenovgrad_4326,75.0,324987.2083757988,4659270.360411408,0,66.98104957598865,corrected_student,,,
511,phantom,promoted_phantom,511,511,K-35-063-1_Granit_4326,75.0,335502.0032931067,4672805.849478495,0,62.83196507880493,corrected_student,,,
512,phantom,promoted_phantom,512,512,K-35-063-1_Granit_4326,75.0,335783.260061159,4677767.902708281,1,558.7288185435008,corrected_student,,,
513,phantom,promoted_phantom,513,513,K-35-063-1_Granit_4326,75.0,346338.3544738488,4670954.893672148,1,64.83003979398276,corrected_student,,,
514,phantom,promoted_phantom,514,514,K-35-063-1_Granit_4326,75.0,350482.7458838409,4682307.106182336,0,72.55610644649855,corrected_student,,,
515,phantom,promoted_phantom,515,515,K-35-063-1_Granit_4326,75.0,346317.8307100364,4682424.708037992,0,55.92916496277223,corrected_student,,,
516,phantom,promoted_phantom,516,516,K-35-063-2_Chirpan_4326,75.0,356812.8436649563,4679501.881153216,0,62.236582170149404,corrected_student,,,
517,phantom,promoted_phantom,517,517,K-35-063-2_Chirpan_4326,75.0,356690.4791530438,4685188.398891853,0,70.39184378057861,corrected_student,,,
518,phantom,promoted_phantom,518,518,K-35-063-2_Chirpan_4326,100.0,356386.00474566326,4683337.267297275,0,85.35360927658822,corrected_student,,,
519,phantom,promoted_phantom,519,519,K-35-063-2_Chirpan_4326,100.0,366951.4751292274,4676791.79158221,0,85.43740751469547,corrected_student,,,
520,phantom,promoted_phantom,520,520,K-35-063-2_Chirpan_4326,125.0,357354.8692890016,4669936.66816899,0,113.93448227711323,corrected_student,,,
521,phantom,promoted_phantom,521,521,K-35-063-2_Chirpan_4326,75.0,373583.2117837211,4684759.183696143,0,54.57059855772308,corrected_student,,,
522,phantom,promoted_phantom,522,522,K-35-063-2_Chirpan_4326,75.0,357239.0491255885,4681639.699879655,0,56.448485923424435,corrected_student,,,
523,phantom,promoted_phantom,523,523,K-35-063-2_Chirpan_4326,75.0,375317.8355163294,4685044.141050306,0,60.113024249920535,corrected_student,,,
524,phantom,promoted_phantom,524,524,K-35-063-3_Tatarevo_4326,75.0,335283.69947213866,4651751.888114558,0,58.858700550579016,corrected_student,,,
525,phantom,promoted_phantom,525,525,K-35-063-3_Tatarevo_4326,75.0,335570.13478980726,4662238.76687383,1,72.12298380385263,corrected_student,,,
526,phantom,promoted_phantom,526,526,K-35-063-3_Tatarevo_4326,100.0,351599.1586028792,4658536.145858078,0,72.91945457985484,corrected_student,,,
527,phantom,promoted_phantom,527,527,K-35-063-4_Skobelevo_4326,125.0,374229.38671182864,4652993.952628811,0,112.39107854806706,corrected_student,,,
528,phantom,promoted_phantom,528,528,K-35-064-1_Sredets_4326,125.0,377145.2524756288,4678567.836063552,1,84.80956039827466,corrected_student,,,
529,phantom,promoted_phantom,529,529,K-35-064-3_Dimitrovgrad_4326,75.0,390090.30583571526,4661094.856444285,0,77.07970763854956,corrected_student,,,
530,phantom,promoted_phantom,530,530,K-35-064-3_Dimitrovgrad_4326,75.0,395403.6564530901,4668888.043619779,0,67.25625581199691,corrected_student,,,
531,phantom,promoted_phantom,531,531,K-35-064-3_Dimitrovgrad_4326,75.0,396320.42024744826,4662117.945271304,0,73.2955312385886,corrected_student,,,
532,phantom,promoted_phantom,532,532,K-35-064-3_Dimitrovgrad_4326,50.0,379066.1842131792,4659317.770571447,0,62.812246803312824,corrected_student,,,
533,phantom,promoted_phantom,533,533,K-35-064-4_Galabovo_4326,75.0,402721.550619381,4652210.27708381,0,67.50393562044965,corrected_student,,,
534,phantom,promoted_phantom,534,534,K-35-064-4_Galabovo_4326,100.0,410159.7100798984,4658300.874886747,0,93.09825384582113,corrected_student,,,
535,phantom,promoted_phantom,535,535,K-35-065-1_Radetski_4326,75.0,424058.7532664897,4683809.402925492,0,58.38660568766646,corrected_student,,,
536,phantom,promoted_phantom,536,536,K-35-065-1_Radetski_4326,75.0,435667.8071586567,4686230.51581177,0,63.157345701781246,corrected_student,,,
537,phantom,promoted_phantom,537,537,K-35-065-2_GManastir_4326,100.0,442872.7467249288,4686231.397768117,0,83.1026754304158,corrected_student,,,
538,phantom,promoted_phantom,538,538,K-35-065-3_Glavan_4326,100.0,418951.7684993962,4665404.455125188,0,80.06082003469903,corrected_student,,,
539,phantom,promoted_phantom,539,539,K-35-065-4,100.0,458079.4220338332,4659842.122446263,1,90.29284387352732,corrected_student,,,
540,phantom,promoted_phantom,540,540,K-35-066-1,150.0,467029.82160834136,4685148.449658866,0,152.87193733196264,corrected_student,,,
541,phantom,promoted_phantom,541,541,K-35-066-1,100.0,470199.498845269,4676719.917656451,0,51.16453097781846,corrected_student,,,
542,phantom,promoted_phantom,542,542,K-35-066-2,75.0,486138.958485023,4676813.886296285,0,65.79642666327334,corrected_student,,,
543,phantom,promoted_phantom,543,543,K-35-066-2,100.0,486136.1006109855,4683555.0275769485,0,97.66667005485127,corrected_student,,,
544,phantom,promoted_phantom,544,544,K-35-066-2,75.0,490962.68090460665,4676513.346685619,0,64.34462855617257,corrected_student,,,
545,phantom,promoted_phantom,545,545,K-35-066-2,75.0,496515.1247086796,4674759.626708495,1,44.78030043912302,corrected_student,,,
546,phantom,promoted_phantom,546,546,K-35-066-2,100.0,499724.0766103596,4675803.148437654,0,101.15645687203785,corrected_student,,,
547,phantom,promoted_phantom,547,547,K-35-066-2,125.0,484271.23694372,4668404.366908203,0,101.84676590094048,corrected_student,,,
548,phantom,promoted_phantom,548,548,K-35-066-2,75.0,499175.9575352402,4685063.889239432,0,70.63209571601966,corrected_student,,,
549,phantom,promoted_phantom,549,549,K-35-066-4,100.0,487779.60744861735,4658091.794520266,1,74.03129751912026,corrected_student,,,
550,phantom,promoted_phantom,550,550,K-35-066-4,75.0,489370.51160820393,4666454.213167174,0,53.1737178022387,corrected_student,,,
551,phantom,promoted_phantom,551,551,K-35-066-4,75.0,481695.7606833288,4653018.9398246985,0,62.23793719632335,corrected_student,,,
552,phantom,promoted_phantom,552,552,K-35-067-1,150.0,508155.0204495964,4673231.341940555,0,153.93998659089553,corrected_student,,,
553,phantom,promoted_phantom,553,553,K-35-067-2,100.0,530978.8284586142,4676608.644669289,0,92.24094355734091,corrected_student,,,
554,phantom,promoted_phantom,554,554,K-35-067-2,100.0,537488.0165062916,4669992.471019706,0,75.4113916528898,corrected_student,,,
555,phantom,promoted_phantom,555,555,K-35-067-2,75.0,538760.5205952199,4668544.45141064,0,65.95208521849169,corrected_student,,,
556,phantom,promoted_phantom,556,556,K-35-067-2,75.0,536802.618474667,4669744.57936656,0,61.93119520741968,corrected_student,,,
557,phantom,promoted_phantom,557,557,K-35-067-3,75.0,503448.98288086144,4664622.909126374,0,61.171165910594475,corrected_student,,,
558,phantom,promoted_phantom,558,558,K-35-067-4,75.0,530743.6392399891,4657514.391447981,0,752.5341895214353,corrected_student,,,
559,phantom,promoted_phantom,559,559,K-35-067-4,100.0,531159.4325180636,4664285.793449432,0,87.37921179751807,corrected_student,,,
560,phantom,promoted_phantom,560,560,K-35-067-3,75.0,505126.4942955764,4662912.268636895,0,67.58209483461938,corrected_student,,,
561,phantom,promoted_phantom,561,561,K-35-067-3,150.0,504848.9873830419,4662194.922467347,0,148.7391103795178,corrected_student,,,
562,phantom,promoted_phantom,562,562,K-35-075-1,75.0,350748.11591115315,4650249.487176471,0,66.88477899087822,corrected_student,,,
563,phantom,promoted_phantom,563,563,K-35-075-2,75.0,366686.9919473754,4644249.734575272,0,71.909577558807,corrected_student,,,
564,phantom,promoted_phantom,564,564,K-35-075-2,75.0,368895.6944099852,4644235.18045422,0,71.87101416957877,corrected_student,,,
565,phantom,promoted_phantom,565,565,K-35-075-2,75.0,373165.6087617253,4635066.434224948,0,50.380873795538335,corrected_student,,,
566,phantom,promoted_phantom,566,566,K-35-075-2,125.0,373140.71862475696,4644811.637418344,0,105.89861211273336,corrected_student,,,
567,phantom,promoted_phantom,567,567,K-35-075-2,75.0,373463.2291178508,4634696.625903562,0,64.80298271674309,corrected_student,,,
568,phantom,promoted_phantom,568,568,K-35-075-2,75.0,370087.5082157301,4634074.190865738,0,65.02686041737172,corrected_student,,,
569,phantom,promoted_phantom,569,569,K-35-075-2,75.0,373107.3444114628,4632571.941561027,0,57.39966653228151,corrected_student,,,
570,phantom,promoted_phantom,570,570,K-35-075-4,75.0,374362.4067389063,4627565.277764421,0,54.51047365534619,corrected_student,,,
571,phantom,promoted_phantom,571,571,K-35-076-1,100.0,383979.9272385008,4644780.933156745,0,89.91550073256509,corrected_student,,,
572,phantom,promoted_phantom,572,572,K-35-076-1,50.0,392406.7723883907,4644257.601373409,1,24.248463246404324,corrected_student,,,
573,phantom,promoted_phantom,573,573,K-35-076-1,75.0,394117.56440482,4634727.962470473,0,64.0996788459727,corrected_student,,,
574,phantom,promoted_phantom,574,574,K-35-076-1,150.0,393998.43704157625,4634589.139563297,1,123.37677703907025,corrected_student,,,
575,phantom,promoted_phantom,575,575,K-35-076-1,75.0,390583.2949400061,4633698.786140626,0,80.14988087398808,corrected_student,,,
576,phantom,promoted_phantom,576,576,K-35-076-2,75.0,398048.5545501846,4643529.624971608,0,1632.6341949463033,corrected_student,,,
577,phantom,promoted_phantom,577,577,K-35-076-3,75.0,383996.09525975486,4629951.65149107,0,58.777783224447845,corrected_student,,,
578,phantom,promoted_phantom,578,578,K-35-076-3,75.0,377106.9048947558,4630261.539181814,0,64.94114716633925,corrected_student,,,
579,phantom,promoted_phantom,579,579,K-35-076-4,75.0,401125.49743890425,4630065.689826393,1,49.358016441613046,corrected_student,,,
580,phantom,promoted_phantom,580,580,K-35-076-3,75.0,376744.8087888848,4625647.709418707,0,62.78106237015217,corrected_student,,,
581,phantom,promoted_phantom,581,581,K-35-076-4,100.0,409566.74518057966,4625942.671159708,0,79.64005995028428,corrected_student,,,
582,phantom,promoted_phantom,582,582,K-35-076-4,150.0,400955.8026714785,4630037.504417173,0,128.7184614807653,corrected_student,,,
583,phantom,promoted_phantom,583,583,K-35-077-1,125.0,428094.48473117774,4632560.150639024,0,101.72952815842815,corrected_student,,,
584,phantom,promoted_phantom,584,584,K-35-077-1,75.0,437336.4788608311,4644925.578167199,0,85.20785044464773,corrected_student,,,
585,phantom,promoted_phantom,585,585,K-35-077-2,75.0,437876.5712531045,4643268.487076018,0,687.6208538274735,corrected_student,,,
586,phantom,promoted_phantom,586,586,K-35-077-2,75.0,452200.0744949378,4631678.077730341,0,333.8740841787525,corrected_student,,,
587,phantom,promoted_phantom,587,587,K-35-077-3,100.0,425208.32379377633,4620913.587237415,0,185.882434309531,corrected_student,,,
588,phantom,promoted_phantom,588,588,K-35-077-4,75.0,444364.00004711567,4625347.188338951,0,75.49475902567158,corrected_student,,,
589,phantom,promoted_phantom,589,589,K-35-052-3,75.0,381227.0028856082,4688535.046569807,0,72.61884765061315,corrected_student,,,
590,phantom,promoted_phantom,590,590,K-35-053-1,100.0,429586.8221344025,4720671.450803272,0,81.94658227804901,corrected_student,,,
591,phantom,promoted_phantom,591,591,K-35-053-4_Boyadzhik,75.0,444467.8668796229,4693682.040109903,1,39.948221194797654,corrected_student,,,
592,phantom,promoted_phantom,592,592,K-35-053-4_Boyadzhik,75.0,450832.2942163153,4703872.27636427,1,41.48788737015521,corrected_student,,,
593,phantom,promoted_phantom,593,593,K-35-054-1_Straldzha_4326,75.0,473864.2140426533,4722460.849794511,1,49.470679832484684,corrected_student,,,
594,phantom,promoted_phantom,594,594,K-35-054-2_Atolov_4326,100.0,484394.49301229336,4718215.103621384,0,76.87636567654441,corrected_student,,,
595,phantom,promoted_phantom,595,595,K-35-054-2_Atolov_4326,100.0,486250.6152364822,4713520.699749023,1,82.48429406568796,corrected_student,,,
596,phantom,promoted_phantom,596,596,K-35-054-2_Atolov_4326,100.0,492681.6898755804,4721957.832822955,0,306.9942114318127,corrected_student,,,
597,phantom,promoted_phantom,597,597,K-35-054-2_Atolov_4326,75.0,497986.84906057175,4719755.422112599,0,50.72986894405329,corrected_student,,,
598,phantom,promoted_phantom,598,598,K-35-054-3_Yambol,75.0,468140.76191043033,4686894.379435134,0,56.40232941236467,corrected_student,,,
599,phantom,promoted_phantom,599,599,K-35-054-3_Yambol,125.0,472322.030854914,4690015.651471976,0,118.71297941711721,corrected_student,,,
600,phantom,promoted_phantom,600,600,K-35-054-4_Voynika,75.0,490696.0111881465,4696489.979103765,0,51.959279900480496,corrected_student,,,
601,phantom,promoted_phantom,601,601,K-35-055-1,75.0,518468.2204877648,4708887.036299009,1,66.77046866295578,corrected_student,,,
602,phantom,promoted_phantom,602,602,K-35-055-3,125.0,511764.7501115077,4698798.051605332,0,110.70160633806424,corrected_student,,,
603,phantom,promoted_phantom,603,603,K-35-056-3,75.0,543767.2517148177,4690372.00587038,0,55.4880402396398,corrected_student,,,
