label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
512px-image-t07,20,0.4713,0.1423,0.3906,0.3665,0.2361,0.525,0.6598,0.0983,0.3242,partial_coverage,True,0.7453798767967146,487,processed_tiles,447
512px-image-t07,30,0.5698,0.2444,0.5583,0.4432,0.3143,0.6451,0.7977,0.1912,0.5115,partial_coverage,True,0.8049281314168378,487,processed_tiles,447
