label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles
HIGH-t1.0-9of10,20,0.6386,0.6278,0.6488,0.8661,0.8542,0.8756,0.5057,0.493,0.5168,0.6446,0.6291,0.6594,0.655,0.9535,sparse_cross_grid,True,0.5646817248459959,487
HIGH-t1.0-9of10,30,0.6676,0.6573,0.6777,0.9055,0.8955,0.9132,0.5287,0.5172,0.541,0.6446,0.6291,0.6594,0.655,0.9535,sparse_cross_grid,True,0.5646817248459959,487
HIGH-t1.0-9of10,40,0.6734,0.6638,0.6841,0.9134,0.9035,0.9212,0.5333,0.5219,0.5458,0.6446,0.6291,0.6594,0.655,0.9535,sparse_cross_grid,True,0.5646817248459959,487
HIGH-t1.0-9of10,50,0.6763,0.6666,0.687,0.9173,0.9075,0.9248,0.5356,0.5242,0.5482,0.6446,0.6291,0.6594,0.655,0.9535,sparse_cross_grid,True,0.5646817248459959,487
