threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,511,0.7123,0.8368,0.7696,0.724,0.806,0.6513,0.7667,0.795,0.8761
0.05,451,0.8049,0.8345,0.8194,0.7819,0.8522,0.7536,0.8505,0.7934,0.8723
0.1,421,0.8622,0.8345,0.8481,0.8156,0.8756,0.8214,0.8977,0.7934,0.8723
0.15,378,0.9365,0.8138,0.8708,0.8411,0.8962,0.9088,0.9618,0.7726,0.856
0.2,373,0.9437,0.8092,0.8713,0.8419,0.8984,0.9189,0.9671,0.7677,0.8501
0.25,362,0.9503,0.7908,0.8632,0.8318,0.8906,0.9282,0.971,0.7469,0.8346
0.3,362,0.9503,0.7908,0.8632,0.8318,0.8906,0.9282,0.971,0.7469,0.8346
0.35,362,0.9503,0.7908,0.8632,0.8318,0.8906,0.9282,0.971,0.7469,0.8346
0.4,361,0.9501,0.7885,0.8618,0.8303,0.8889,0.928,0.9707,0.7442,0.833
0.45,348,0.954,0.7632,0.848,0.8179,0.8765,0.9313,0.9742,0.7213,0.8057
0.5,348,0.954,0.7632,0.848,0.8179,0.8765,0.9313,0.9742,0.7213,0.8057
0.55,348,0.954,0.7632,0.848,0.8179,0.8765,0.9313,0.9742,0.7213,0.8057
0.6,348,0.954,0.7632,0.848,0.8179,0.8765,0.9313,0.9742,0.7213,0.8057
0.65,347,0.9539,0.7609,0.8465,0.816,0.8751,0.9312,0.9741,0.7171,0.8035
0.7,346,0.9538,0.7586,0.8451,0.8141,0.8727,0.931,0.9738,0.714,0.8013
0.75,344,0.9535,0.754,0.8421,0.8091,0.8701,0.9307,0.9737,0.709,0.796
0.8,334,0.9521,0.731,0.827,0.7947,0.8561,0.9288,0.9728,0.6852,0.7735
0.85,334,0.9521,0.731,0.827,0.7947,0.8561,0.9288,0.9728,0.6852,0.7735
0.9,300,0.9567,0.6598,0.781,0.7412,0.8144,0.9329,0.978,0.6089,0.7062
0.95,297,0.9562,0.6529,0.776,0.7372,0.8107,0.9322,0.9778,0.6029,0.7013
1.0,201,0.9552,0.4414,0.6038,0.5577,0.6468,0.9266,0.9829,0.3945,0.4876
