R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,3530,335,1465,4745,250,4995,0.9133247089262613,0.9033967373274947,0.9228766303691172,0.7067067067067067,0.6916143313216642,0.7215726852161691,0.7968397291196387,0.7855606488440258,0.8077094524382423
75,3549,316,1466,4745,270,5015,0.9182406209573092,0.9085316929660336,0.9274420136986248,0.7076769690927218,0.6926964453011041,0.7223932483103667,0.7993243243243243,0.7881907524268492,0.8100242612677326
100,3557,308,1465,4745,277,5022,0.9203104786545925,0.9107282346358451,0.9294388546789879,0.7082835523695739,0.6934163154225055,0.7230344588329997,0.800495105209857,0.7895237710593124,0.8112106241516265
125,3561,304,1466,4745,282,5027,0.9213454075032341,0.9117965085540765,0.9304735705471,0.7083747762084742,0.6934364594523019,0.7231382733273746,0.800944669365722,0.78997286498506,0.811600640334708
150,3568,297,1466,4745,289,5034,0.9231565329883571,0.9137840635993318,0.9321174014676477,0.7087802940007946,0.6938770372197217,0.7235641677905765,0.8018878525677042,0.7908928386257946,0.8124342733106438
