class,mean_f1,std_f1,mean_precision,mean_recall
burial_mound,0.6853600000000001,0.06892200664519281,0.5817400000000001,0.8421
benchmark_mound,0.0,0.0,0.0,0.0
triangulation_mound,0.24945999999999996,0.10811291782206232,0.15084,0.73332
