label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles
consensus_t2,5,0.1636,0.1557,0.1702,0.1195,0.1131,0.1247,0.2598,0.2475,0.2697,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.2135523613963039,487
consensus_t2,10,0.3983,0.3871,0.4077,0.2907,0.2799,0.2992,0.6322,0.6208,0.6443,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.21971252566735114,487
consensus_t2,15,0.4938,0.4819,0.5048,0.3605,0.3485,0.371,0.7839,0.7704,0.7945,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.21971252566735114,487
consensus_t2,20,0.5199,0.5071,0.5308,0.3795,0.3665,0.3902,0.8253,0.811,0.8359,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.21971252566735114,487
consensus_t2,25,0.5329,0.5201,0.5443,0.389,0.3757,0.4001,0.846,0.8326,0.8556,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.22176591375770022,487
consensus_t2,30,0.5431,0.5301,0.5545,0.3964,0.3832,0.4083,0.8621,0.8487,0.8714,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.22176591375770022,487
consensus_t2,35,0.5474,0.5349,0.559,0.3996,0.3855,0.4105,0.869,0.8561,0.8783,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.22176591375770022,487
consensus_t2,40,0.5518,0.5393,0.5629,0.4027,0.3884,0.4137,0.8759,0.8634,0.8858,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.22381930184804927,487
consensus_t2,45,0.5518,0.5393,0.5629,0.4027,0.3884,0.4137,0.8759,0.8634,0.8858,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.22381930184804927,487
consensus_t2,50,0.5532,0.5411,0.5644,0.4038,0.39,0.4149,0.8782,0.8663,0.8877,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.22381930184804927,487
consensus_t2,75,0.559,0.5463,0.5702,0.408,0.3941,0.4194,0.8874,0.8754,0.8967,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.22381930184804927,487
consensus_t2,100,0.559,0.5463,0.5702,0.408,0.3941,0.4194,0.8874,0.8754,0.8967,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.22381930184804927,487
consensus_t2,125,0.5605,0.548,0.5716,0.4091,0.3955,0.4209,0.8897,0.8778,0.8987,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.22381930184804927,487
consensus_t2,150,0.5619,0.5497,0.5733,0.4101,0.3971,0.4227,0.892,0.8803,0.9014,0.348,0.3324,0.364,0.9301,0.3605,normal,False,0.22381930184804927,487
