threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,924,0.4621,0.7922,0.5837,0.5212,0.6355,0.396,0.5189,0.7336,0.847
0.05,739,0.5724,0.7848,0.662,0.6061,0.7081,0.513,0.6263,0.7248,0.8405
0.1,628,0.672,0.7829,0.7232,0.6713,0.7663,0.6203,0.7185,0.7219,0.839
0.15,529,0.775,0.7607,0.7678,0.7207,0.8099,0.7246,0.8169,0.7039,0.8167
0.2,529,0.775,0.7607,0.7678,0.7207,0.8099,0.7246,0.8169,0.7039,0.8167
0.25,496,0.7903,0.7273,0.7575,0.7105,0.7992,0.7432,0.8321,0.6716,0.7818
0.3,496,0.7903,0.7273,0.7575,0.7105,0.7992,0.7432,0.8321,0.6716,0.7818
0.35,493,0.7911,0.7236,0.7558,0.7091,0.7976,0.7453,0.8327,0.668,0.7778
0.4,493,0.7911,0.7236,0.7558,0.7091,0.7976,0.7453,0.8327,0.668,0.7778
0.45,471,0.7898,0.6902,0.7366,0.6895,0.7796,0.7427,0.8327,0.635,0.7463
0.5,471,0.7898,0.6902,0.7366,0.6895,0.7796,0.7427,0.8327,0.635,0.7463
0.55,471,0.7898,0.6902,0.7366,0.6895,0.7796,0.7427,0.8327,0.635,0.7463
0.6,471,0.7898,0.6902,0.7366,0.6895,0.7796,0.7427,0.8327,0.635,0.7463
0.65,471,0.7898,0.6902,0.7366,0.6895,0.7796,0.7427,0.8327,0.635,0.7463
0.7,469,0.7889,0.6865,0.7341,0.6864,0.7785,0.7422,0.832,0.6301,0.7429
0.75,464,0.7888,0.679,0.7298,0.6822,0.7753,0.7414,0.8322,0.622,0.7374
0.8,452,0.7965,0.6679,0.7265,0.6787,0.7726,0.7494,0.8388,0.6102,0.7251
0.85,451,0.796,0.666,0.7253,0.6774,0.771,0.7484,0.8387,0.609,0.7228
0.9,408,0.8064,0.6104,0.6948,0.6466,0.7411,0.7599,0.8476,0.5509,0.6667
0.95,406,0.8054,0.6067,0.6921,0.6428,0.7386,0.758,0.8471,0.5456,0.6625
1.0,274,0.8321,0.423,0.5609,0.5062,0.6115,0.7815,0.8788,0.3701,0.4733
