threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,954,0.3941,0.8644,0.5414,0.4996,0.5823,0.355,0.4349,0.8275,0.8958
0.05,758,0.4947,0.8621,0.6287,0.5896,0.6662,0.4528,0.5352,0.8259,0.8947
0.1,670,0.5522,0.8506,0.6697,0.6322,0.7047,0.5106,0.5918,0.8133,0.883
0.15,575,0.6261,0.8276,0.7129,0.6751,0.7475,0.5857,0.6649,0.7871,0.8653
0.2,570,0.6281,0.823,0.7124,0.6741,0.7468,0.5874,0.6674,0.7803,0.8625
0.25,535,0.6505,0.8,0.7175,0.6796,0.7517,0.6093,0.6918,0.7569,0.8389
0.3,535,0.6505,0.8,0.7175,0.6796,0.7517,0.6093,0.6918,0.7569,0.8389
0.35,529,0.6522,0.7931,0.7158,0.6789,0.7492,0.6109,0.6933,0.75,0.8326
0.4,529,0.6522,0.7931,0.7158,0.6789,0.7492,0.6109,0.6933,0.75,0.8326
0.45,508,0.6535,0.7632,0.7041,0.6673,0.7391,0.6118,0.6966,0.7172,0.8058
0.5,508,0.6535,0.7632,0.7041,0.6673,0.7391,0.6118,0.6966,0.7172,0.8058
0.55,508,0.6535,0.7632,0.7041,0.6673,0.7391,0.6118,0.6966,0.7172,0.8058
0.6,508,0.6535,0.7632,0.7041,0.6673,0.7391,0.6118,0.6966,0.7172,0.8058
0.65,507,0.6529,0.7609,0.7028,0.666,0.7377,0.6111,0.6963,0.7149,0.804
0.7,505,0.6515,0.7563,0.7,0.6618,0.7347,0.6099,0.6957,0.7104,0.7991
0.75,502,0.6534,0.754,0.7001,0.6616,0.7345,0.6101,0.6981,0.7073,0.7967
0.8,492,0.6524,0.7379,0.6926,0.6546,0.7289,0.6074,0.699,0.6898,0.7803
0.85,491,0.6517,0.7356,0.6911,0.6529,0.7266,0.6067,0.6981,0.689,0.7795
0.9,435,0.6529,0.6529,0.6529,0.6111,0.6937,0.602,0.7056,0.6019,0.6993
0.95,435,0.6529,0.6529,0.6529,0.6111,0.6937,0.602,0.7056,0.6019,0.6993
1.0,313,0.639,0.4598,0.5348,0.487,0.5782,0.5791,0.7004,0.4058,0.5091
