threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1271,0.3194,0.9333,0.476,0.4191,0.5249,0.2715,0.3656,0.906,0.9576
0.05,934,0.4347,0.9333,0.5931,0.5352,0.6445,0.3775,0.4907,0.906,0.9576
0.1,641,0.6303,0.9287,0.7509,0.7095,0.7875,0.5777,0.6796,0.9014,0.9541
0.15,472,0.8242,0.8943,0.8578,0.826,0.8847,0.7795,0.8629,0.8588,0.9256
0.2,465,0.8323,0.8897,0.86,0.8279,0.8874,0.7879,0.8705,0.8546,0.922
0.25,432,0.8611,0.8552,0.8581,0.8277,0.8867,0.8212,0.8976,0.8125,0.8926
0.3,432,0.8611,0.8552,0.8581,0.8277,0.8867,0.8212,0.8976,0.8125,0.8926
0.35,430,0.8628,0.8529,0.8578,0.8279,0.8853,0.8228,0.8987,0.8104,0.8899
0.4,429,0.8625,0.8506,0.8565,0.8266,0.885,0.8224,0.8987,0.808,0.8886
0.45,411,0.8686,0.8207,0.844,0.8132,0.8711,0.8281,0.9042,0.779,0.8593
0.5,411,0.8686,0.8207,0.844,0.8132,0.8711,0.8281,0.9042,0.779,0.8593
0.55,411,0.8686,0.8207,0.844,0.8132,0.8711,0.8281,0.9042,0.779,0.8593
0.6,411,0.8686,0.8207,0.844,0.8132,0.8711,0.8281,0.9042,0.779,0.8593
0.65,411,0.8686,0.8207,0.844,0.8132,0.8711,0.8281,0.9042,0.779,0.8593
0.7,411,0.8686,0.8207,0.844,0.8132,0.8711,0.8281,0.9042,0.779,0.8593
0.75,408,0.8676,0.8138,0.8399,0.8091,0.8675,0.8276,0.9037,0.7702,0.8535
0.8,400,0.8675,0.7977,0.8311,0.8016,0.8602,0.8278,0.904,0.7538,0.8371
0.85,400,0.8675,0.7977,0.8311,0.8016,0.8602,0.8278,0.904,0.7538,0.8371
0.9,353,0.864,0.7011,0.7741,0.7382,0.806,0.823,0.9023,0.6541,0.7462
0.95,350,0.8629,0.6943,0.7694,0.7338,0.8011,0.8216,0.9017,0.6468,0.7383
1.0,236,0.8559,0.4644,0.6021,0.5574,0.6439,0.8077,0.8986,0.4175,0.5115
