threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,785,0.5325,0.7755,0.6314,0.5867,0.6717,0.4855,0.5758,0.7212,0.8245
0.05,696,0.5977,0.7718,0.6737,0.6316,0.7139,0.5525,0.6405,0.7176,0.8213
0.1,644,0.6429,0.7681,0.6999,0.6564,0.7397,0.598,0.6811,0.7138,0.8196
0.15,575,0.6957,0.7421,0.7181,0.6731,0.7611,0.6514,0.7355,0.6866,0.799
0.2,573,0.6981,0.7421,0.7194,0.6743,0.7614,0.6534,0.7381,0.6855,0.799
0.25,528,0.7121,0.6976,0.7048,0.6583,0.7467,0.6667,0.7535,0.6415,0.7515
0.3,528,0.7121,0.6976,0.7048,0.6583,0.7467,0.6667,0.7535,0.6415,0.7515
0.35,523,0.7151,0.6939,0.7043,0.6579,0.7464,0.6698,0.7555,0.6367,0.7461
0.4,523,0.7151,0.6939,0.7043,0.6579,0.7464,0.6698,0.7555,0.6367,0.7461
0.45,499,0.7234,0.6698,0.6956,0.6496,0.738,0.6776,0.7639,0.6146,0.7241
0.5,499,0.7234,0.6698,0.6956,0.6496,0.738,0.6776,0.7639,0.6146,0.7241
0.55,499,0.7234,0.6698,0.6956,0.6496,0.738,0.6776,0.7639,0.6146,0.7241
0.6,499,0.7234,0.6698,0.6956,0.6496,0.738,0.6776,0.7639,0.6146,0.7241
0.65,499,0.7234,0.6698,0.6956,0.6496,0.738,0.6776,0.7639,0.6146,0.7241
0.7,498,0.7249,0.6698,0.6962,0.6501,0.7392,0.6795,0.765,0.6146,0.7241
0.75,495,0.7253,0.666,0.6944,0.6491,0.7369,0.6793,0.7652,0.6106,0.7185
0.8,490,0.7265,0.6605,0.6919,0.645,0.7349,0.6803,0.7663,0.603,0.7141
0.85,490,0.7265,0.6605,0.6919,0.645,0.7349,0.6803,0.7663,0.603,0.7141
0.9,433,0.7413,0.5955,0.6605,0.6135,0.7055,0.6953,0.7829,0.5415,0.6474
0.95,431,0.7425,0.5937,0.6598,0.6127,0.7035,0.6961,0.7828,0.5415,0.6455
1.0,305,0.7508,0.4249,0.5427,0.4903,0.5871,0.6945,0.7976,0.3752,0.4717
