R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi,MCC,MCC_CI_lo,MCC_CI_hi,tile_TP,tile_TN,tile_FP,tile_FN,sensitivity,specificity
5,288,19342,4458,4746,0,0,4746,0.01467142129393785,0.012889475286714707,0.016493840105067915,0.0606826801517067,0.05370059382446946,0.0677828409693315,0.023629799803085,0.02082557982347806,0.026492880148747587,0.3541470529317716,0.33856910638426135,0.368742665018053,3220,1824,3336,161,0.9523809523809523,0.35348837209302325
10,944,18686,3802,4746,0,0,4746,0.048089658685685176,0.044528603074152316,0.05174584230700985,0.19890434049726086,0.18694891649937811,0.21121776435202835,0.07745323268788973,0.07207194512331802,0.08298602689505631,0.3541470529317716,0.33856910638426135,0.368742665018053,3220,1824,3336,161,0.9523809523809523,0.35348837209302325
15,1725,17905,3021,4746,0,0,4746,0.08787570045848192,0.0825912359542409,0.09335618166068362,0.3634639696586599,0.3482928082196423,0.3788185297628423,0.1415326550705612,0.13386461576413644,0.14951129111641445,0.3541470529317716,0.33856910638426135,0.368742665018053,3220,1824,3336,161,0.9523809523809523,0.35348837209302325
20,2447,17183,2299,4746,0,0,4746,0.12465613856342334,0.11793885425956957,0.13156707921059588,0.5155920775389802,0.4995681412508705,0.5320401138096156,0.20077125041023963,0.19129070206151044,0.21042746684191704,0.3541470529317716,0.33856910638426135,0.368742665018053,3220,1824,3336,161,0.9523809523809523,0.35348837209302325
25,3030,16600,1716,4746,0,0,4746,0.1543555781966378,0.14668721684634506,0.1621936488093728,0.638432364096081,0.6229403105987887,0.6538552916496078,0.24860518542829013,0.23791744552040972,0.25931711212619246,0.3541470529317716,0.33856910638426135,0.368742665018053,3220,1824,3336,161,0.9523809523809523,0.35348837209302325
30,3422,16208,1324,4746,0,0,4746,0.17432501273560877,0.16586487061711647,0.18286948113856724,0.7210282343025706,0.7068008456645356,0.7353462217332004,0.2807679684936003,0.2692356252132065,0.29234662330753114,0.3541470529317716,0.33856910638426135,0.368742665018053,3220,1824,3336,161,0.9523809523809523,0.35348837209302325
35,3679,15951,1067,4746,0,0,4746,0.18741721854304635,0.17856234044700153,0.19663696152410848,0.7751790981879477,0.7619047619047619,0.7883731926206361,0.3018542829012143,0.2897554527101658,0.31412124297615823,0.3541470529317716,0.33856910638426135,0.368742665018053,3220,1824,3336,161,0.9523809523809523,0.35348837209302325
40,3854,15776,892,4746,0,0,4746,0.19633214467651552,0.18712890022653628,0.2057603194234076,0.8120522545301306,0.7993794921529649,0.8244030932012477,0.3162126681982278,0.30377339275994963,0.32858544010787016,0.3541470529317716,0.33856910638426135,0.368742665018053,3220,1824,3336,161,0.9523809523809523,0.35348837209302325
45,3991,15639,755,4746,0,0,4746,0.2033112582781457,0.1939549609422721,0.2128921071393561,0.8409186683522967,0.8292413390487982,0.8523811779923592,0.32745323268788973,0.3147837635211657,0.34007636096320415,0.3541470529317716,0.33856910638426135,0.368742665018053,3220,1824,3336,161,0.9523809523809523,0.35348837209302325
50,4418,15212,742,4746,414,1,5160,0.2250636780438105,0.21509581678626008,0.2351462782099863,0.8562015503875969,0.8453309532871984,0.8669379001421533,0.35643404598628475,0.34357554643753746,0.36918340476789596,0.36375277311733856,0.3481268631274876,0.3787711621880695,3351,1812,3205,173,0.9509080590238366,0.3611720151484951
75,4718,14912,621,4746,593,1,5339,0.2403464085583291,0.23000154270287804,0.25082734809235446,0.8836860835362428,0.8741671594852933,0.8928304970579717,0.3779086066722736,0.364770379787065,0.39103161353217814,0.3645926768365504,0.34899890668378614,0.3797148448348356,3366,1810,3190,175,0.9505789325049421,0.362
100,4829,14801,601,4746,684,1,5430,0.24600101884870096,0.23555806617525482,0.2567719992306073,0.8893186003683241,0.8801761030903007,0.8983115185585714,0.3853950518754988,0.3721760996283031,0.398526594776013,0.3657507540165112,0.35012999042244125,0.38089349369062747,3376,1810,3180,175,0.9507181075753309,0.3627254509018036
125,4884,14746,590,4746,728,1,5474,0.24880285277636272,0.23821760641243964,0.25964065882144444,0.8922177566678845,0.8832356834569823,0.9008461068419448,0.38910133843212236,0.3758123315897924,0.40233374037352065,0.3657678998513239,0.3501250742488613,0.38086712746910806,3380,1809,3176,176,0.9505061867266592,0.36288866599799396
150,4928,14702,580,4746,762,1,5508,0.25104431991849213,0.24039032128216703,0.2619418140609147,0.8946986201888163,0.8859645572376705,0.9032972383473523,0.39207574190468614,0.37879077040014447,0.40535230471150513,0.3657678998513239,0.3501250742488613,0.38086712746910806,3380,1809,3176,176,0.9505061867266592,0.36288866599799396
