threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,294,0.7925,0.5356,0.6392,0.5895,0.6852,0.7376,0.8393,0.482,0.5916
0.05,273,0.8315,0.5218,0.6412,0.5897,0.6896,0.7844,0.8755,0.4658,0.5777
0.1,273,0.8315,0.5218,0.6412,0.5897,0.6896,0.7844,0.8755,0.4658,0.5777
0.15,271,0.8339,0.5195,0.6402,0.5884,0.688,0.7869,0.8779,0.4626,0.5739
0.2,271,0.8339,0.5195,0.6402,0.5884,0.688,0.7869,0.8779,0.4626,0.5739
0.25,271,0.8339,0.5195,0.6402,0.5884,0.688,0.7869,0.8779,0.4626,0.5739
0.3,271,0.8339,0.5195,0.6402,0.5884,0.688,0.7869,0.8779,0.4626,0.5739
0.35,271,0.8339,0.5195,0.6402,0.5884,0.688,0.7869,0.8779,0.4626,0.5739
0.4,271,0.8339,0.5195,0.6402,0.5884,0.688,0.7869,0.8779,0.4626,0.5739
0.45,270,0.8333,0.5172,0.6383,0.5849,0.6872,0.786,0.8769,0.4607,0.5739
0.5,270,0.8333,0.5172,0.6383,0.5849,0.6872,0.786,0.8769,0.4607,0.5739
0.55,270,0.8333,0.5172,0.6383,0.5849,0.6872,0.786,0.8769,0.4607,0.5739
0.6,270,0.8333,0.5172,0.6383,0.5849,0.6872,0.786,0.8769,0.4607,0.5739
0.65,270,0.8333,0.5172,0.6383,0.5849,0.6872,0.786,0.8769,0.4607,0.5739
0.7,270,0.8333,0.5172,0.6383,0.5849,0.6872,0.786,0.8769,0.4607,0.5739
0.75,270,0.8333,0.5172,0.6383,0.5849,0.6872,0.786,0.8769,0.4607,0.5739
0.8,270,0.8333,0.5172,0.6383,0.5849,0.6872,0.786,0.8769,0.4607,0.5739
0.85,270,0.8333,0.5172,0.6383,0.5849,0.6872,0.786,0.8769,0.4607,0.5739
0.9,270,0.8333,0.5172,0.6383,0.5849,0.6872,0.786,0.8769,0.4607,0.5739
0.95,269,0.8327,0.5149,0.6364,0.5837,0.686,0.7852,0.8766,0.4579,0.5721
1.0,27,0.8519,0.0529,0.0996,0.0619,0.1375,0.6956,0.9667,0.0322,0.0745
