threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,295,0.5864,0.3977,0.474,0.3935,0.5436,0.4876,0.6839,0.3214,0.4706
0.05,236,0.7288,0.3954,0.5127,0.4336,0.5815,0.6309,0.8079,0.3194,0.47
0.1,202,0.8465,0.3931,0.5369,0.4547,0.6065,0.784,0.8971,0.3165,0.4674
0.15,178,0.9382,0.3839,0.5449,0.4638,0.6152,0.8978,0.9718,0.3089,0.4558
0.2,178,0.9382,0.3839,0.5449,0.4638,0.6152,0.8978,0.9718,0.3089,0.4558
0.25,171,0.9415,0.3701,0.5314,0.4503,0.6046,0.8994,0.9753,0.2971,0.4424
0.3,171,0.9415,0.3701,0.5314,0.4503,0.6046,0.8994,0.9753,0.2971,0.4424
0.35,171,0.9415,0.3701,0.5314,0.4503,0.6046,0.8994,0.9753,0.2971,0.4424
0.4,171,0.9415,0.3701,0.5314,0.4503,0.6046,0.8994,0.9753,0.2971,0.4424
0.45,164,0.9451,0.3563,0.5175,0.4387,0.5863,0.9051,0.9778,0.2861,0.4239
0.5,164,0.9451,0.3563,0.5175,0.4387,0.5863,0.9051,0.9778,0.2861,0.4239
0.55,164,0.9451,0.3563,0.5175,0.4387,0.5863,0.9051,0.9778,0.2861,0.4239
0.6,164,0.9451,0.3563,0.5175,0.4387,0.5863,0.9051,0.9778,0.2861,0.4239
0.65,164,0.9451,0.3563,0.5175,0.4387,0.5863,0.9051,0.9778,0.2861,0.4239
0.7,164,0.9451,0.3563,0.5175,0.4387,0.5863,0.9051,0.9778,0.2861,0.4239
0.75,164,0.9451,0.3563,0.5175,0.4387,0.5863,0.9051,0.9778,0.2861,0.4239
0.8,161,0.9441,0.3494,0.5101,0.4323,0.5783,0.9034,0.9774,0.2812,0.4154
0.85,161,0.9441,0.3494,0.5101,0.4323,0.5783,0.9034,0.9774,0.2812,0.4154
0.9,144,0.9514,0.3149,0.4732,0.3929,0.542,0.913,0.982,0.2483,0.3776
0.95,144,0.9514,0.3149,0.4732,0.3929,0.542,0.913,0.982,0.2483,0.3776
1.0,99,0.9697,0.2207,0.3596,0.2914,0.4251,0.932,1.0,0.1713,0.2712
