buffer_band,n,mean_ds_posterior,sd,ci_lo,ci_hi
50.0,473,0.9999996377549931,4.445593944283978e-16,0.9999996377549931,0.9999996377549931
75.0,121,0.9999996377549931,4.459357425957953e-16,0.999999637754993,0.9999996377549932
100.0,47,0.999999637754994,4.48890313811323e-16,0.9999996377549939,0.9999996377549941
125.0,19,0.9999996377549935,1.1406457265696477e-16,0.9999996377549935,0.9999996377549935
150.0,11,0.9999996377549933,2.3288234633381846e-16,0.9999996377549932,0.9999996377549935
200.0,74,0.9999996377549936,0.0,0.9999996377549936,0.9999996377549936
