threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1053,0.3666,0.8874,0.5188,0.4632,0.5697,0.3146,0.4182,0.8548,0.9151
0.05,819,0.464,0.8736,0.6061,0.554,0.6532,0.4085,0.5159,0.8405,0.904
0.1,628,0.6035,0.8713,0.7131,0.6699,0.7488,0.5532,0.6466,0.8374,0.9025
0.15,496,0.7339,0.8368,0.782,0.7444,0.8157,0.6883,0.7745,0.7949,0.875
0.2,490,0.7408,0.8345,0.7849,0.7486,0.8178,0.6933,0.7815,0.7925,0.872
0.25,454,0.7489,0.7816,0.7649,0.7311,0.8004,0.7023,0.7901,0.7387,0.8245
0.3,454,0.7489,0.7816,0.7649,0.7311,0.8004,0.7023,0.7901,0.7387,0.8245
0.35,452,0.75,0.7793,0.7644,0.7303,0.7996,0.7045,0.7921,0.7365,0.8212
0.4,452,0.75,0.7793,0.7644,0.7303,0.7996,0.7045,0.7921,0.7365,0.8212
0.45,428,0.7593,0.7471,0.7532,0.715,0.7895,0.7149,0.8017,0.6993,0.7951
0.5,428,0.7593,0.7471,0.7532,0.715,0.7895,0.7149,0.8017,0.6993,0.7951
0.55,428,0.7593,0.7471,0.7532,0.715,0.7895,0.7149,0.8017,0.6993,0.7951
0.6,428,0.7593,0.7471,0.7532,0.715,0.7895,0.7149,0.8017,0.6993,0.7951
0.65,428,0.7593,0.7471,0.7532,0.715,0.7895,0.7149,0.8017,0.6993,0.7951
0.7,427,0.7611,0.7471,0.7541,0.7154,0.7899,0.716,0.8035,0.6995,0.7956
0.75,426,0.7629,0.7471,0.7549,0.7176,0.7901,0.7175,0.8052,0.6997,0.7946
0.8,421,0.7648,0.7402,0.7523,0.713,0.7886,0.7179,0.808,0.6917,0.7879
0.85,421,0.7648,0.7402,0.7523,0.713,0.7886,0.7179,0.808,0.6917,0.7879
0.9,376,0.766,0.6621,0.7102,0.6685,0.7494,0.7179,0.8127,0.6123,0.7134
0.95,372,0.7688,0.6575,0.7088,0.6676,0.7503,0.7212,0.8146,0.6076,0.7107
1.0,254,0.7874,0.4598,0.5806,0.5275,0.6255,0.7321,0.8386,0.406,0.5095
