R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi,MCC,MCC_CI_lo,MCC_CI_hi,tile_TP,tile_TN,tile_FP,tile_FN,sensitivity,specificity
5,403,3947,4343,4746,0,4746,0.09264367816091953,0.08392049537339295,0.10167140640655561,0.08491361146228403,0.07685576317204902,0.09317806193899328,0.0886103781882146,0.08034804093941089,0.09714469513872706,0.6541033050370059,0.6396242112601561,0.6686903925956371,2217,4906,254,1164,0.6557231588287489,0.9507751937984497
10,1290,3060,3456,4746,0,4746,0.296551724137931,0.28197243805167244,0.3113120682008008,0.2718078381795196,0.2580040973066492,0.28571503334429854,0.283641160949868,0.2699242672782964,0.2973004135263759,0.6541033050370059,0.6396242112601561,0.6686903925956371,2217,4906,254,1164,0.6557231588287489,0.9507751937984497
15,2160,2190,2586,4746,0,4746,0.496551724137931,0.4801943770845786,0.5135573675334799,0.45512010113780027,0.43940017787674035,0.47103341978323665,0.474934036939314,0.4598450098760087,0.4905458818502296,0.6541033050370059,0.6396242112601561,0.6686903925956371,2217,4906,254,1164,0.6557231588287489,0.9507751937984497
20,2869,1481,1877,4746,0,4746,0.6595402298850574,0.6438603099238307,0.6756764521358867,0.6045090602612726,0.5886530473124282,0.6204996033233802,0.6308267370272647,0.6166493027438743,0.6453912993361035,0.6541033050370059,0.6396242112601561,0.6686903925956371,2217,4906,254,1164,0.6557231588287489,0.9507751937984497
25,3270,1080,1476,4746,0,4746,0.7517241379310344,0.7373690337601863,0.7660321332021841,0.6890012642225032,0.67425043515541,0.7036472700047602,0.7189973614775725,0.7065225548722847,0.7313197742166581,0.6541033050370059,0.6396242112601561,0.6686903925956371,2217,4906,254,1164,0.6557231588287489,0.9507751937984497
30,3476,874,1270,4746,0,4746,0.799080459770115,0.7856330178390277,0.8123583111347139,0.7324062368310156,0.7181524207756808,0.7464197152391011,0.76429199648197,0.7528440718596578,0.7754372938439839,0.6541033050370059,0.6396242112601561,0.6686903925956371,2217,4906,254,1164,0.6557231588287489,0.9507751937984497
35,3579,771,1167,4746,0,4746,0.8227586206896552,0.8098116192244074,0.8354432614603448,0.7541087231352718,0.7401837617818692,0.7676639535967,0.7869393139841688,0.7761191539798504,0.7974255651046096,0.6541033050370059,0.6396242112601561,0.6686903925956371,2217,4906,254,1164,0.6557231588287489,0.9507751937984497
40,3622,728,1124,4746,0,4746,0.8326436781609196,0.8201100970956191,0.8451835314482956,0.7631689844079225,0.7493365176566646,0.7765390271835231,0.7963940193491644,0.7858472299189719,0.8065266230046526,0.6541033050370059,0.6396242112601561,0.6686903925956371,2217,4906,254,1164,0.6557231588287489,0.9507751937984497
45,3652,698,1094,4746,0,4746,0.8395402298850575,0.8270542672690193,0.851876418555483,0.7694900969237253,0.7557007412556506,0.7827751035061845,0.802990325417766,0.7927047146210986,0.8129350037477245,0.6541033050370059,0.6396242112601561,0.6686903925956371,2217,4906,254,1164,0.6557231588287489,0.9507751937984497
50,3975,375,1186,4746,415,5161,0.9137931034482759,0.9045190373457551,0.9225243373199917,0.7701995737260221,0.7569866457703501,0.783080637045806,0.8358742508674167,0.826465590484282,0.8447274339054758,0.6710705487171356,0.6572060229205167,0.6845070820010303,2299,4845,172,1225,0.6523836549375709,0.9657165636834761
75,3993,357,1347,4746,594,5340,0.9179310344827586,0.9089179434751077,0.9265704061546018,0.7477528089887641,0.7342708523121695,0.7609057873155904,0.8241486068111455,0.8144926346594813,0.833265581558374,0.6685412067189511,0.6547587470173958,0.6819533981665061,2300,4829,171,1241,0.6495340299350466,0.9658
100,4006,344,1425,4746,685,5431,0.9209195402298851,0.9120293846410175,0.9294859236407703,0.7376173816976616,0.7238953046148621,0.7512563869769013,0.8191391473264493,0.8093238164165164,0.8284654435458717,0.6672759969245644,0.6535237051356373,0.6806502737672027,2301,4820,170,1250,0.647986482680935,0.9659318637274549
125,4016,334,1459,4746,729,5475,0.9232183908045977,0.9143258265232715,0.9316770539966702,0.7335159817351599,0.719634703196347,0.7472508337698527,0.8175063613231554,0.8075388854871217,0.8269855544186633,0.6674309303418589,0.6537521069108269,0.6808989187479768,2303,4817,168,1253,0.6476377952755905,0.9662988966900702
150,4023,327,1486,4746,763,5509,0.9248275862068965,0.9160354724747362,0.933125313197599,0.7302595752405155,0.716362851890284,0.7439592195424779,0.8161071102545897,0.806272021408592,0.8255665297319461,0.6674309303418589,0.6537521069108269,0.6808989187479768,2303,4817,168,1253,0.6476377952755905,0.9662988966900702
