label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles
D,5,0.0507,0.0482,0.053,0.0304,0.0288,0.0318,0.1521,0.1459,0.158,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,10,0.1486,0.1438,0.1535,0.0892,0.0859,0.0923,0.446,0.4367,0.4553,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,15,0.2234,0.2174,0.2296,0.134,0.1299,0.1383,0.6705,0.6613,0.68,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,20,0.2622,0.2559,0.269,0.1573,0.1529,0.162,0.787,0.7788,0.7955,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,25,0.2801,0.2737,0.2869,0.168,0.1635,0.1728,0.8408,0.8339,0.8481,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,30,0.2939,0.2872,0.3006,0.1763,0.1716,0.1811,0.882,0.8761,0.8883,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,35,0.3016,0.295,0.3087,0.1809,0.1763,0.186,0.9054,0.8992,0.9111,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,40,0.3062,0.2995,0.3133,0.1837,0.1789,0.1888,0.9191,0.9134,0.9244,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,45,0.3091,0.3023,0.316,0.1854,0.1806,0.1904,0.9276,0.9224,0.9327,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,50,0.312,0.3052,0.319,0.1872,0.1823,0.1922,0.9365,0.9314,0.9413,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,75,0.3172,0.3101,0.3241,0.1903,0.1853,0.1953,0.9521,0.9476,0.9561,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,100,0.3197,0.3128,0.3266,0.1918,0.1869,0.1968,0.9595,0.9551,0.963,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,125,0.3219,0.315,0.329,0.1931,0.1882,0.1982,0.9662,0.9626,0.9692,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
D,150,0.3236,0.3166,0.3308,0.1942,0.1892,0.1993,0.9714,0.9683,0.9742,0.2321,0.2123,0.2502,0.9519,0.1956,normal,False,0.0,0
