buffer_band,n,mean_ds_posterior,sd,ci_lo,ci_hi
50.0,250,0.2947373096780799,0.0,0.2947373096780799,0.2947373096780799
75.0,20,0.29473730967807993,5.695323946259567e-17,0.29473730967807993,0.29473730967807993
100.0,7,0.2947373096780798,5.99588961666477e-17,0.29473730967807976,0.2947373096780799
125.0,5,0.2947373096780799,0.0,0.2947373096780799,0.2947373096780799
150.0,7,0.2947373096780798,5.99588961666477e-17,0.29473730967807976,0.2947373096780799
200.0,35,0.2947373096780799,0.0,0.2947373096780799,0.2947373096780799
