rung,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
IMG-ARM1-K1-inherited,0.0,1,6935,4869.0,2066.0,149.0,0.8146908725842884,0.6860537033049795,2762,4487,525,767
IMG-ARM1-K1-inherited,0.05,1,6687,4846.0,1841.0,172.0,0.8280222127296026,0.702178453281796,2739,4576,436,790
IMG-ARM1-K1-inherited,0.1,1,6236,4769.0,1467.0,249.0,0.8475208814643683,0.7300030972186319,2693,4728,284,836
IMG-ARM1-K1-inherited,0.15,1,5541,4553.0,988.0,465.0,0.8623922719954541,0.7506260541826655,2589,4891,121,940
IMG-ARM1-K1-inherited,0.2,1,5366,4457.0,909.0,561.0,0.8584360554699538,0.7524150702120601,2552,4926,86,977
IMG-ARM1-K1-inherited,0.25,1,4925,4182.0,743.0,836.0,0.8411948104193906,0.739095415477497,2438,4966,46,1091
IMG-ARM1-K1-inherited,0.3,1,4923,4181.0,742.0,837.0,0.8411628608791872,0.739095415477497,2438,4966,46,1091
IMG-ARM1-K1-inherited,0.35,1,4891,4163.0,728.0,855.0,0.8402462407911999,0.7384735723191733,2431,4969,43,1098
IMG-ARM1-K1-inherited,0.4,1,4883,4158.0,725.0,860.0,0.8399151600848399,0.7387786132859806,2431,4970,42,1098
IMG-ARM1-K1-inherited,0.5,1,4710,4036.0,674.0,982.0,0.8297697368421054,0.7313255770489484,2380,4982,30,1149
IMG-ARM1-K1-inherited,0.6,1,4706,4033.0,673.0,985.0,0.8294940353763883,0.7313255770489484,2380,4982,30,1149
IMG-ARM1-K1-inherited,0.65,1,4705,4032.0,673.0,986.0,0.8293736501079914,0.7313255770489484,2380,4982,30,1149
IMG-ARM1-K1-inherited,0.7,1,4691,4021.0,670.0,997.0,0.8283036358018332,0.7304538439284955,2376,4982,30,1153
IMG-ARM1-K1-inherited,0.75,1,4669,4004.0,665.0,1014.0,0.8266749251574274,0.7299866700689406,2371,4984,28,1158
IMG-ARM1-K1-inherited,0.8,1,4549,3913.0,636.0,1105.0,0.8180202780390927,0.7214754583617788,2329,4986,26,1200
IMG-ARM1-K1-inherited,0.85,1,4545,3909.0,636.0,1109.0,0.8175258809996863,0.7214754583617788,2329,4986,26,1200
IMG-ARM1-K1-inherited,0.9,1,4140,3577.0,563.0,1441.0,0.7811749290238044,0.6917308260715455,2186,4990,22,1343
IMG-ARM1-K1-inherited,0.95,1,4137,3576.0,561.0,1442.0,0.781212452211906,0.6918407464162517,2185,4991,21,1344
IMG-ARM1-K1-inherited,0.98,1,2936,2589.0,347.0,2429.0,0.6509932109630374,0.5990605118819172,1745,4999,13,1784
IMG-ARM1-K1-inherited,1.0,1,2932,2585.0,347.0,2433.0,0.650314465408805,0.5988416150249694,1744,4999,13,1785
