threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1072,0.3806,0.9379,0.5415,0.4845,0.5938,0.3274,0.4333,0.9131,0.9591
0.05,844,0.4822,0.9356,0.6364,0.5821,0.6836,0.4224,0.5356,0.9111,0.9572
0.1,625,0.648,0.931,0.7642,0.728,0.7962,0.6,0.6935,0.9058,0.9542
0.15,503,0.7714,0.892,0.8273,0.8,0.854,0.7308,0.8086,0.8649,0.9207
0.2,492,0.7785,0.8805,0.8263,0.7986,0.8521,0.7376,0.814,0.8504,0.9104
0.25,464,0.7931,0.846,0.8187,0.7916,0.8456,0.7531,0.8316,0.8143,0.8798
0.3,464,0.7931,0.846,0.8187,0.7916,0.8456,0.7531,0.8316,0.8143,0.8798
0.35,460,0.7935,0.8391,0.8156,0.788,0.844,0.7538,0.8322,0.8062,0.8753
0.4,460,0.7935,0.8391,0.8156,0.788,0.844,0.7538,0.8322,0.8062,0.8753
0.45,443,0.7968,0.8115,0.8041,0.7753,0.8319,0.7571,0.8362,0.7771,0.8497
0.5,443,0.7968,0.8115,0.8041,0.7753,0.8319,0.7571,0.8362,0.7771,0.8497
0.55,443,0.7968,0.8115,0.8041,0.7753,0.8319,0.7571,0.8362,0.7771,0.8497
0.6,443,0.7968,0.8115,0.8041,0.7753,0.8319,0.7571,0.8362,0.7771,0.8497
0.65,443,0.7968,0.8115,0.8041,0.7753,0.8319,0.7571,0.8362,0.7771,0.8497
0.7,442,0.7986,0.8115,0.805,0.7762,0.8333,0.7587,0.839,0.7771,0.8497
0.75,442,0.7986,0.8115,0.805,0.7762,0.8333,0.7587,0.839,0.7771,0.8497
0.8,439,0.7973,0.8046,0.8009,0.7715,0.8296,0.7568,0.8383,0.7683,0.8423
0.85,439,0.7973,0.8046,0.8009,0.7715,0.8296,0.7568,0.8383,0.7683,0.8423
0.9,399,0.807,0.7402,0.7722,0.7405,0.8047,0.7681,0.8435,0.6984,0.7835
0.95,396,0.8106,0.7379,0.7726,0.7406,0.8037,0.7731,0.8463,0.6955,0.7814
1.0,320,0.8344,0.6138,0.7073,0.6727,0.7407,0.7979,0.8689,0.5666,0.6599
