threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,478,0.6527,0.7172,0.6835,0.6364,0.7244,0.5931,0.7127,0.6649,0.7671
0.05,443,0.6975,0.7103,0.7039,0.6611,0.7443,0.6403,0.75,0.6592,0.7601
0.1,404,0.7624,0.708,0.7342,0.6926,0.7691,0.7165,0.8038,0.6565,0.7574
0.15,365,0.8219,0.6897,0.75,0.7086,0.7851,0.7771,0.8594,0.6372,0.7403
0.2,363,0.8264,0.6897,0.7519,0.7104,0.7862,0.7837,0.8631,0.6372,0.7403
0.25,345,0.8319,0.6598,0.7359,0.6928,0.7722,0.788,0.8706,0.6075,0.7122
0.3,345,0.8319,0.6598,0.7359,0.6928,0.7722,0.788,0.8706,0.6075,0.7122
0.35,344,0.8314,0.6575,0.7343,0.6912,0.7703,0.7875,0.8706,0.605,0.7098
0.4,344,0.8314,0.6575,0.7343,0.6912,0.7703,0.7875,0.8706,0.605,0.7098
0.45,326,0.8405,0.6299,0.7201,0.6759,0.7587,0.7967,0.8783,0.5782,0.6835
0.5,326,0.8405,0.6299,0.7201,0.6759,0.7587,0.7967,0.8783,0.5782,0.6835
0.55,326,0.8405,0.6299,0.7201,0.6759,0.7587,0.7967,0.8783,0.5782,0.6835
0.6,326,0.8405,0.6299,0.7201,0.6759,0.7587,0.7967,0.8783,0.5782,0.6835
0.65,326,0.8405,0.6299,0.7201,0.6759,0.7587,0.7967,0.8783,0.5782,0.6835
0.7,325,0.8431,0.6299,0.7211,0.677,0.7597,0.8,0.8805,0.5782,0.6832
0.75,325,0.8431,0.6299,0.7211,0.677,0.7597,0.8,0.8805,0.5782,0.6832
0.8,322,0.8447,0.6253,0.7186,0.674,0.7581,0.8013,0.8818,0.5729,0.6794
0.85,322,0.8447,0.6253,0.7186,0.674,0.7581,0.8013,0.8818,0.5729,0.6794
0.9,285,0.8526,0.5586,0.675,0.6281,0.7222,0.805,0.8944,0.5055,0.6175
0.95,281,0.8541,0.5517,0.6704,0.6246,0.7181,0.8045,0.8969,0.5,0.611
1.0,194,0.866,0.3862,0.5342,0.479,0.585,0.8095,0.9124,0.3354,0.4363
