threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1053,0.378,0.9149,0.5349,0.4786,0.5863,0.3243,0.4298,0.8876,0.9406
0.05,819,0.4786,0.9011,0.6252,0.5737,0.6729,0.4227,0.5319,0.8696,0.93
0.1,628,0.621,0.8966,0.7338,0.6954,0.7697,0.5721,0.6651,0.8655,0.9262
0.15,496,0.754,0.8598,0.8034,0.7713,0.8332,0.7128,0.7917,0.8206,0.8956
0.2,490,0.7612,0.8575,0.8065,0.7737,0.8354,0.7184,0.8,0.8178,0.8937
0.25,454,0.7731,0.8069,0.7897,0.7582,0.8217,0.7317,0.8123,0.7636,0.8474
0.3,454,0.7731,0.8069,0.7897,0.7582,0.8217,0.7317,0.8123,0.7636,0.8474
0.35,452,0.7743,0.8046,0.7892,0.758,0.8205,0.7327,0.8146,0.7621,0.845
0.4,452,0.7743,0.8046,0.7892,0.758,0.8205,0.7327,0.8146,0.7621,0.845
0.45,428,0.7804,0.7678,0.774,0.7404,0.809,0.7386,0.8209,0.7227,0.8119
0.5,428,0.7804,0.7678,0.774,0.7404,0.809,0.7386,0.8209,0.7227,0.8119
0.55,428,0.7804,0.7678,0.774,0.7404,0.809,0.7386,0.8209,0.7227,0.8119
0.6,428,0.7804,0.7678,0.774,0.7404,0.809,0.7386,0.8209,0.7227,0.8119
0.65,428,0.7804,0.7678,0.774,0.7404,0.809,0.7386,0.8209,0.7227,0.8119
0.7,427,0.7822,0.7678,0.7749,0.7414,0.8092,0.7405,0.8229,0.7222,0.8119
0.75,426,0.784,0.7678,0.7758,0.7421,0.81,0.7416,0.8247,0.7226,0.8116
0.8,421,0.7862,0.7609,0.7734,0.7393,0.808,0.7423,0.8257,0.7146,0.8049
0.85,421,0.7862,0.7609,0.7734,0.7393,0.808,0.7423,0.8257,0.7146,0.8049
0.9,376,0.7899,0.6828,0.7324,0.6955,0.7685,0.7449,0.833,0.6329,0.7313
0.95,372,0.793,0.6782,0.7311,0.6949,0.7681,0.7478,0.8357,0.6294,0.7271
1.0,254,0.811,0.4736,0.598,0.5464,0.641,0.7565,0.8615,0.4217,0.5213
