R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi,MCC,MCC_CI_lo,MCC_CI_hi,tile_TP,tile_TN,tile_FP,tile_FN,sensitivity,specificity
5,620,3245,4390,4731,279,0,5010,0.16041397153945666,0.14762280010506962,0.17277641790314477,0.12375249500998003,0.1134598752042294,0.1335706564224997,0.13971830985915493,0.12852047463169297,0.1505766076927284,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
10,1571,2294,3439,4731,279,0,5010,0.40646830530401035,0.3893312101910828,0.42346812411282825,0.3135728542914172,0.29858061022323507,0.32856044074389623,0.3540281690140845,0.3386584607214184,0.369374401050904,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
15,2370,1495,2640,4731,279,0,5010,0.6131953428201811,0.596370555973937,0.6301082145972522,0.47305389221556887,0.4569982909453436,0.4895833333333333,0.5340845070422535,0.5188888844450754,0.549792513455969,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
20,2906,959,2104,4731,279,0,5010,0.751875808538163,0.7365926406686825,0.7672602742241088,0.5800399201596806,0.5637156847804654,0.5965816093153417,0.6548732394366197,0.6404439402867805,0.669606730430514,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
25,3195,670,1815,4731,279,0,5010,0.8266494178525227,0.8132575956090311,0.8396084947798177,0.6377245508982036,0.6220636135639399,0.6536977213184119,0.72,0.7069250245486723,0.7330197290806033,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
30,3344,521,1666,4731,279,0,5010,0.8652005174644243,0.8534663342706341,0.8770715421959039,0.6674650698602794,0.6519203108190766,0.6828736974205476,0.7535774647887323,0.7411831228963351,0.7657143784686258,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
35,3425,440,1585,4731,279,0,5010,0.8861578266494179,0.8751885475057595,0.8970435814575208,0.6836327345309381,0.668496856443944,0.6986755960662411,0.7718309859154929,0.7603879344619409,0.7831133694731265,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
40,3453,412,1557,4731,279,0,5010,0.8934023285899094,0.8827674340143877,0.9039831776442299,0.6892215568862275,0.6742316568142741,0.7042544727165445,0.7781408450704226,0.7667859534363345,0.7893133684142317,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
45,3468,397,1542,4731,279,0,5010,0.8972833117723157,0.8869868445106386,0.907629497320745,0.6922155688622754,0.6773377674692479,0.7071501252603563,0.7815211267605633,0.7702979304070958,0.7925133075969509,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
50,3476,389,1534,4731,279,0,5010,0.899353169469599,0.8889479207117331,0.909567604015701,0.693812375249501,0.6788673913962218,0.7087443009684129,0.7833239436619718,0.7721574232517028,0.7943026169829316,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
75,3482,383,1528,4731,279,0,5010,0.9009055627425614,0.890661767563092,0.9110526486893437,0.6950099800399202,0.6800411568818415,0.7100003442848711,0.7846760563380282,0.7734453600413681,0.7956309000866122,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
100,3487,378,1523,4731,279,0,5010,0.9021992238033635,0.8920880108514393,0.9123393534164478,0.6960079840319361,0.6810171439217627,0.7108222327071715,0.7858028169014084,0.7746996416107172,0.7966538091726357,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
125,3489,376,1521,4731,279,0,5010,0.9027166882276844,0.8925915464975304,0.912777391514873,0.6964071856287425,0.6814620616314966,0.7112451180683885,0.7862535211267606,0.775202599962673,0.7971228079334921,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
150,3495,370,1515,4731,279,0,5010,0.9042690815006468,0.8941961330085989,0.9142706607705763,0.6976047904191617,0.6826141844981861,0.7124446666516864,0.7876056338028169,0.77655496359311,0.7984017509531695,0.6400648540183066,0.6265213960111565,0.6538586086691041,2148,4856,161,1376,0.6095346197502838,0.9679091090293004
