rung,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
IMG-ARM1-K5-replicate,0.0,1,9173,4895.0,4278.0,123.0,0.68987386371644,0.6242384834248695,2816,4158,854,713
IMG-ARM1-K5-replicate,0.0,2,7286,4879.0,2407.0,139.0,0.7930754226267881,0.673066204440738,2774,4420,592,755
IMG-ARM1-K5-replicate,0.0,3,6484,4863.0,1621.0,155.0,0.8455920709441836,0.6977039665174912,2746,4551,461,783
IMG-ARM1-K5-replicate,0.0,4,6031,4850.0,1181.0,168.0,0.8779075029414426,0.716650637451316,2725,4647,365,804
IMG-ARM1-K5-replicate,0.0,5,5593,4804.0,789.0,214.0,0.9054754500047121,0.735606571788445,2700,4743,269,829
IMG-ARM1-K5-replicate,0.05,1,8651,4873.0,3778.0,145.0,0.7130002194747239,0.6481528318592894,2782,4304,708,747
IMG-ARM1-K5-replicate,0.05,2,7006,4852.0,2154.0,166.0,0.8070525615435794,0.6910874631780363,2749,4521,491,780
IMG-ARM1-K5-replicate,0.05,3,6294,4836.0,1458.0,182.0,0.855021216407355,0.7115731971807164,2725,4627,385,804
IMG-ARM1-K5-replicate,0.05,4,5897,4823.0,1074.0,195.0,0.8837379752633989,0.7274830999268654,2710,4703,309,819
IMG-ARM1-K5-replicate,0.05,5,5510,4781.0,729.0,237.0,0.9082446808510638,0.7424133043039436,2687,4780,232,842
IMG-ARM1-K5-replicate,0.1,1,7745,4798.0,2947.0,220.0,0.751860847763065,0.6940511517184001,2725,4557,455,804
IMG-ARM1-K5-replicate,0.1,2,6477,4774.0,1703.0,244.0,0.8306220095693779,0.7194189517990557,2699,4682,330,830
IMG-ARM1-K5-replicate,0.1,3,5910,4758.0,1152.0,260.0,0.8707906295754025,0.7343617762830303,2680,4756,256,849
IMG-ARM1-K5-replicate,0.1,4,5595,4746.0,849.0,272.0,0.8943748233298785,0.7438956116254054,2669,4801,211,860
IMG-ARM1-K5-replicate,0.1,5,5285,4706.0,579.0,312.0,0.913520333883335,0.7530063444707626,2649,4851,161,880
IMG-ARM1-K5-replicate,0.15,1,6614,4579.0,2035.0,439.0,0.7873108665749655,0.740011924195306,2608,4838,174,921
IMG-ARM1-K5-replicate,0.15,2,5702,4546.0,1156.0,472.0,0.848134328358209,0.7472100441808938,2594,4875,137,935
